,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_L1D:READ:MISS,"666669586,453466290,562727825,607951610,776904803,1002702829","7298496841,5222868643,6017267454,6199876206,8093114133,11681185398","1686512947,1141296279,1412116203,1521670782,1926782003,2534057181","19058466419,13592901214,15668451643,16102776425,21034336005,30269959091"
perf::PERF_COUNT_HW_CACHE_L1D:WRITE:ACCESS,"188997699,104700883,129424012,140449893,173027110,218958351","1960111991,1030255134,1127941847,1165630499,1505659671,2087682411","473983704,259236859,318740904,343819140,421028857,527244081","5071412819,2642846702,2888568925,2976607747,3793713101,5319918315"
perf::PERF_COUNT_HW_CACHE_L1I:READ:MISS,"188242,264366,329017,454394,801120,1320533","1444136,1867315,2154986,2791226,5150630,8465248","376953,529835,578639,702722,1150816,1911388","3474749,4198154,4689954,5149137,8580870,13557331"
perf::PERF_COUNT_HW_CACHE_LL:READ:ACCESS,"101405202,16795439,11886984,11319823,16487593,30902793","403116323,69364192,60436688,67213006,93891124,170963793","243218337,64167141,93584070,113085986,114040361,145354794","1021639886,269399374,391064987,452385958,460902868,606881557"
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"4248725,2630423,1880600,1811719,2838365,6200528","47425405,24701355,22261533,23141659,33289219,55784933","22640952,10075021,7474022,7040992,12441863,22108588","145495589,70148468,67481005,69810121,96660898,151484325"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"7237208,3114663,6191426,7716459,10077204,17486291","69682751,26214079,30843388,41293804,51021896,109136197","12924674,6627327,11426491,11367711,13703367,17897797","165143838,66456964,57789055,62866838,79434955,124860970"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"146827,1551009,2025377,2022092,2226333,3402276","855608,6797747,9813559,9845892,13297431,20475070","493187,2866094,3873773,3511227,3573717,4844386","1680764,12417862,17317047,17283321,20533385,30042994"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2097148543,1292508207,1487253930,1590755193,2110677766,2985802885","27730979185,16780987643,18277621216,18672230710,24768271175,36431666259","5294032343,3258339886,3744904056,4000434507,5307521631,7518005532","72284445138,43716186821,47600361100,48618461624,64465113724,94888495087"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"29888,2286,2319,8672,74263,154032","118342,2303,6257,11198,297136,632021","74773,1716,3500,13704,157302,292079","322009,18534,25295,126522,818391,2692488"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"188997845,104703878,129415219,140447029,172943172,218912232","1960112137,1030382961,1127918729,1165626294,1490045079,2087520835","473983668,259240437,318771987,343837175,420998631,527172959","5071412783,2642746218,2888187459,2976443769,3794585563,5319611431"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"258,185,251,357,2337,2533","949,2169,583,911,5990,8938","247,193,442,379,2795,14459","2176,2289,1963,3966,9740,32618"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2708789224,1843074177,2780662807,3769766472,6617697751,14802459801","25584810196,19718391972,35662656873,57488142029,110166277924,167450012914","7064790418,5002339151,9119674869,13221325810,22946651718,39259606806","66300334139,52524419004,104599296539,145969596643,300126760673,406256559717"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1467529292,706655129,972838256,1362280269,3142527376,10232092780","11390532628,5016804852,7297669605,14585957548,38053092000,71066641404","4124831973,2006903722,3682972694,5582909292,11572628291,20816364958","29224524042,13988745257,23584084543,38685315549,97003855527,137623767177"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"442332880,358531435,425547191,611703010,956526375,2602166782","6862996300,3590411059,4760709385,10021102417,19516752391,26761846755","1721854716,1084995637,1417654945,2362423100,5021360805,8499415282","16375132775,9291352581,12752456581,23380059596,52573226421,66126840754"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1608601735,1039287192,1716753344,2489481953,4628128636,12972295580","17894503966,10438501534,22580738928,44031848021,91926710266,140259273393","4545146327,2891388571,5917107793,9887975485,18520683066,28362568558","41808246479,28780891400,64202871771,107520655737,197260193991,335440648656"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1014940045,561961756,849841417,1221716482,2887228153,10300499968","7887165471,4123738245,6429236481,13609670779,35807381600,68312559959","2978230371,1598445547,2908593226,4785504371,10663441518,19458378164","22448961714,11288862845,19256059049,33967859796,70925110125,129526097381"
CYCLE_ACTIVITY:STALLS_L3_MISS,"388125739,329303948,415592758,641808785,905233433,2556177156","5098179212,3251628129,4497007485,9692340823,19016598075,33522977374","1464688911,977903227,1199878455,2245103561,4820496939,8303875831","15724251220,8429338258,11966330935,23548172451,40918637112,64581902456"
RESOURCE_STALLS,"2229575639,1505268793,2467134993,3518082820,4662440611,9270377155","23107193740,16015293107,32437453994,56516000671,107781577186,195396613377","6136957280,4099099099,7107918657,12223264425,20231567647,27811053509","60947438145,42962557750,89308403847,146812893586,233902204812,379624502740"
L2_RQSTS:ALL_DEMAND_DATA_RD,"252722563,170006768,223078083,244616448,315040599,404042496","1441809291,1614106275,2017473135,2121713471,2797079575,4073246490","624104032,444099909,604576176,669236654,842752211,1056824418","3905714755,4241001476,5418916477,5680791789,7448411426,10637961692"
L2_RQSTS:DEMAND_DATA_RD_HIT,"162897238,160352504,217062627,238128815,304491992,381197745","1095600363,1567776491,1977892997,2075375868,2725641979,3936737799","416379319,404057150,547494872,596778504,795062374,966152313","2988616424,4062451278,5173118683,5378327201,7135891958,10218634518"
L2_RQSTS:DEMAND_DATA_RD_MISS,"89147149,9774945,5994754,6564419,10827208,23214089","345148980,46733002,40112431,45724684,70142399,134620407","203869690,41549085,56933730,71396685,72356047,88796856","846779135,178938091,249609737,294447743,307596591,419864411"
L2_RQSTS:ALL_RFO,"37655601,20695970,25426607,28200907,38121198,54318604","506820379,264410100,289212414,301797844,411835238,628305540","95591593,50310736,58580738,62198976,83705634,112679012","1320405470,679829451,724324639,747550187,1013365936,1496443617"
L2_RQSTS:RFO_HIT,"31850725,18686608,21556329,23020147,30595141,39670147","448649627,244903896,267388759,272131923,365539583,531818763","85607947,46475179,51488148,54095420,72137595,96804886","1184825670,630645685,682910083,695591399,933361325,1360977241"
L2_RQSTS:RFO_MISS,"5778654,2034645,3885651,5149878,7529777,14660549","58311552,19368316,21815380,29642022,47140400,96845262","10005878,3867466,7116447,8043755,11193040,15915166","136311185,49331877,40443046,51920459,80677508,135296780"
L2_RQSTS:ALL_CODE_RD,"183477,257296,326637,440609,769827,1266191","1410849,1786060,2126795,2716694,4743158,8586317","381820,505161,558067,704981,1122633,1783815","3329700,4087539,4591445,4996168,7685549,13992029"
L2_RQSTS:CODE_RD_HIT,"1675,15249,28836,33530,67353,163189","3833,62004,125285,139532,350461,889014","1864,10763,17107,23327,85020,230126","5898,37182,64324,96836,354515,931117"
L2_RQSTS:CODE_RD_MISS,"186740,245115,299688,408134,702866,1096809","1371233,1737471,2029940,2611226,4526180,7591459","382192,501211,534490,678384,1035851,1567085","3329764,4062661,4390754,5081363,7404792,12845551"
L2_RQSTS:ALL_PF,"689259787,432940103,481052009,513586340,650895277,880582258","8668211069,5145951769,5430938659,5529136839,7276864599,10836551032","1716696294,1118663549,1333611850,1412507163,1786250001,2379742447","22594530881,13616859526,14700365116,14932685344,19452711414,28710586272"
L2_RQSTS:PF_HIT,"456060354,316114642,366030873,387822160,475679592,614018041","6391381557,4024147597,4355181315,4420316490,5807273771,8566422085","1168718191,750403913,835480756,863784721,1084500134,1497490525","16591970352,10336445931,11091011024,11184291755,14705065873,22127686427"
L2_RQSTS:PF_MISS,"230945454,116715214,114803774,126069317,176300927,266541914","2338270254,1117827686,1075320712,1107806848,1452307460,2273384477","548675117,367814744,493323275,547431580,701828442,883324131","6016111603,3283732506,3608248682,3748993563,4818218836,6557427984"
L2_RQSTS:ALL_DEMAND_REFERENCES,"279894610,189995961,248672008,272904847,353888960,458677678","1953872421,1880592745,2313540308,2427516983,3212390419,4712435961","711971179,493347932,664804801,732124250,924930359,1170376051","5236826466,4927357402,6155886393,6433194277,8542646944,12165513888"
L2_RQSTS:ALL_DEMAND_MISS,"85704000,11758775,10234317,12060317,19060036,39072215","386103278,68023363,64204030,78322145,120636934,238908309","212004209,45075528,63498120,82865364,84628457,108190841","1065682687,236051640,294529890,358706922,435996553,574550460"
L2_RQSTS:REFERENCES,"968092669,623333020,729937202,787958935,1004410743,1340381860","10684804848,7022813696,7744929831,7955719546,10400017301,15556343723","2429523080,1611066886,1993960297,2142570752,2711281918,3550771765","27732268868,18544137982,20853949884,21368652573,28059205014,40909869348"
L2_RQSTS:MISS,"316517803,128549444,125021724,138837703,196524924,305345908","2724971887,1190338232,1139591531,1186313610,1573853311,2513247077","760176991,412720545,557301120,629526516,786662994,991107820","7053120239,3517880177,3901369206,4104502640,5258156755,7148549247"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"99607593,16476526,11796545,11431360,16518065,30813830","398684695,68368254,61565724,67188107,92568816,169660922","236482540,65081504,91177070,114191882,112404708,142815229","1027488761,271453200,386762421,458274495,481528876,587530364"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"7308318,3188361,6126311,7814162,10315251,17641969","69971951,26231785,30696438,41115371,51267788,106002746","12751680,6677741,11221249,11423979,13699318,18225428","159781608,66231254,58557349,62316341,130142411,125611682"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"183781,241436,298858,403450,697496,1095250","1431629,1715946,2031940,2580008,4465988,7496577","390381,528194,532046,676404,1048956,1574877","3329108,3903501,4304652,4763414,7839799,12714649"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"148523130,83949464,81108531,91646253,129466573,181810034","1772523170,896583360,824301176,816223068,1029228103,1488415029","377246711,266050026,348750056,386238416,506306342,624592862","4671515074,2587334021,2742562465,2781737979,3454077536,4724196425"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"29452388,13266484,12780811,13868101,23787343,47596048","136300588,66271441,77247994,97499056,154488608,350709528","68615153,40818905,59917680,62937420,81981336,112086556","355552889,214658878,278074132,307538730,515090879,586772819"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"29193057,11232720,12018020,13168919,18278160,25348089","317860119,133003782,140227644,159883771,6637210647,381532346","63696635,30531674,43241972,52824163,68941298,87429307","833714527,370788194,429739895,487870496,668117396,1055482681"
Runtime,"1.1952,0.459218,0.26549,0.231711,0.251433,0.275297","13.1357,4.88909,2.82238,2.55377,2.58311,2.46302","3.04115,1.14272,0.703583,0.630209,0.681384,0.695914","34.3064,12.9288,7.65806,6.49629,6.17443,5.63936"
