,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"136505,1549580,1966891,2187023,2191279,3358289","844389,6877562,9667483,9859074,13493657,20263900","541627,2942654,3767075,3616146,3510260,4962432","1539578,12836669,16903079,16407727,20847895,31085866"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2097147368,1292587496,1487023353,1590013610,2113910259,2983457889","27730978992,16781327401,18277728197,18669476881,24765979536,36434186038","5294032429,3258584916,3743917897,4002128531,5307468477,7529938313","72284445566,43715915400,47602115309,48614648325,64442730649,94853224500"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"29537,956,3756,8801,70832,156677","117169,2440,6425,22509,297881,656536","75235,2338,4910,13794,153765,313298","326290,15526,86631,120985,886453,1786101"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"188997845,104742675,129427887,140470094,173077577,218920068","1960112137,1030485315,1127745456,1165496810,1488949534,2090635465","473983667,259221929,318746056,343824337,421065178,527162716","5071412783,2642233323,2888037973,2977145730,3793179169,5322218179"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"189,173,260,350,1914,2363","913,3615,739,1371,9349,12896","303,180,647,449,2290,4924","3390,1950,3636,4483,14060,24022"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2590206288,1807237260,2927665075,3471019213,6537401310,14214072684","24237293076,19819756740,34908502365,55471494046,93636863920,189889658159","7422004051,5128480120,8531478689,12534849664,25537079769,40895617719","66927526829,53576079918,104756308426,162933868112,267764571016,446664688363"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1419792950,654367681,970596935,1284764875,2976470314,9726946554","10201544311,4817625532,7333727411,13965043731,29849477079,79727860975","4360133481,2133403188,3308573839,5143683402,11298778107,25613074794","28914057800,14747979491,23476639917,43654373820,84058471856,155377229647"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"388955484,357132781,426262082,514663390,1094128710,2395752740","5563382995,3392188240,4831675591,10245275087,15370305405,31070802501","2061454792,1156414524,1324540261,1977770591,4700712876,11482481272","16676359976,9517764526,13598263167,28482332197,46764768058,74698881131"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1592492675,987138437,1749237280,2173823480,4558755857,11950319264","15096963829,10550422579,21851442782,46841167580,75908636443,162836166404","5332857646,2928168225,5429111558,8707598629,18018013509,34950429201","42790708857,29718970130,70297753844,129690474785,226636378350,375405848914"
CYCLE_ACTIVITY:STALLS_L2_MISS,"984428452,528191246,839624159,1198034740,2576816682,9366970997","7773458959,3952066670,6446250176,14065496223,28263761091,77190453049","3397024511,1631171755,2680692019,4320730300,10320167770,24275335963","22504385739,12046847643,19772420797,39984944882,82738248884,148226000327"
CYCLE_ACTIVITY:STALLS_L3_MISS,"353840559,326904193,376091356,497417432,1001536109,2324867013","5083450362,3105987906,4575122240,9795819327,15115997976,30506951086","1921898929,1025954223,1336935449,1898202689,4563798197,11218401637","15170775282,8780324667,12633815680,27717575082,47978331808,73171548852"
RESOURCE_STALLS,"2160830646,1509461934,2328571992,2815448590,5062180266,8461805812","22178524756,15977917689,31483016718,57426590633,89411365977,171676375621","6799549354,4140319842,7782515650,10753166825,19739040343,35357670107","61612221022,44115047078,95950762606,160532940511,270818403804,423060043366"
L2_RQSTS:ALL_DEMAND_DATA_RD,"250606142,170436053,222699791,244053950,315530279,398187273","1446497151,1623294790,2014826129,2110996886,2794562625,4026440814","626602825,442198179,604080900,669791437,842514648,1058112180","3830043154,4253305970,5435428554,5691844892,7458408325,10643427588"
L2_RQSTS:DEMAND_DATA_RD_HIT,"159303805,160107293,216503849,237803636,304787703,378421327","1131699078,1574879254,1974349331,2066295879,2723426438,3905403052","425462493,402043787,543997338,596770595,769018701,967386498","2922259819,4093316498,5181344293,5378419387,7135280488,10230511724"
L2_RQSTS:DEMAND_DATA_RD_MISS,"91110546,10024651,6058510,6533771,10547213,20604102","314616227,48346197,40072973,44496870,68879038,120840735","200337653,40296748,60037697,73334227,73613783,91313052","907420335,182482737,254675546,312856918,324140485,413125556"
L2_RQSTS:ALL_RFO,"38115553,20632221,25383067,28042489,38254917,51252348","510290572,265370589,288561764,300133885,411622732,608321075","95768394,50291111,57775447,64136588,83606182,112751894","1321489801,679878934,723585685,746183811,1013370754,1494863134"
L2_RQSTS:RFO_HIT,"34326222,18669805,21479287,22991385,30609075,40232776","467495624,245289114,266772135,271809599,364913980,529588522","86056643,46470761,51512387,53891819,72054354,96978831","1192448610,630371148,683839476,694386659,934036710,1360154074"
L2_RQSTS:RFO_MISS,"3792749,1964726,3907705,5162011,7544397,11304232","43016567,19970742,21791618,28110498,47007930,78685520","9623253,3844379,6292569,10226304,11285648,15714235","128415632,48712735,39696487,52450528,79667734,135199727"
L2_RQSTS:ALL_CODE_RD,"174107,250324,308921,420185,751108,1209455","1408586,1774608,1996621,2665225,4458668,7738934","358863,491734,524244,682271,1096979,1853608","3358706,3857246,4273928,5041594,8110008,13052440"
L2_RQSTS:CODE_RD_HIT,"1538,10602,18415,23993,59244,150547","3693,44851,73097,96742,254512,601965","1736,8677,13660,22661,78991,252885","7376,31265,50514,93022,429738,1083720"
L2_RQSTS:CODE_RD_MISS,"168378,242306,289286,397560,690226,1062954","1434621,1718875,1940170,2466377,4230311,7205669","362595,483747,512693,654923,1016113,1584683","3364538,3913020,4176613,4817824,7713201,12102582"
L2_RQSTS:ALL_PF,"648908458,431741508,483917915,516351792,647880131,868926707","8599719569,5137014465,5454301913,5524555298,7194564484,10864676044","1699673712,1122586118,1325099822,1419565181,1792764486,2384927524","22576917026,13599180869,14707762349,14935231261,21265415672,28813504441"
L2_RQSTS:PF_HIT,"451289436,315992254,367859859,388413282,471789089,618122069","6340330750,4019550680,4372649723,4424515750,5736319693,8653973677","1155053176,753391144,841013403,865299948,1094245976,1501151059","16663330280,10315886340,11101050845,11187234930,14744463075,22236586818"
L2_RQSTS:PF_MISS,"197083048,115697932,115314122,127340620,176225474,253765849","2254434342,1115529704,1080750368,1100902524,1459324650,2213548308","544368057,368913622,487062942,559509441,700607862,880713286","5906845290,3273898591,3598333186,3739595789,4678722866,6567972560"
L2_RQSTS:ALL_DEMAND_REFERENCES,"289014075,190309869,248338923,272509256,354721852,450829377","1957446171,1878245015,2304130431,2413668435,3207598317,4643535051","722442794,492908059,661290155,734557079,926372774,1173494568","5152903953,4948521511,6160454544,6445090304,8482166704,12141194456"
L2_RQSTS:ALL_DEMAND_MISS,"95764764,12223704,10251186,12097037,19002315,32805878","356121932,69457663,63724267,75066099,119682498,205745487","211623297,44134304,64677340,84249878,83683749,108990025","1039645449,236574653,297214771,369855680,412443151,561833722"
L2_RQSTS:REFERENCES,"938050623,621625982,731134844,789019582,1002045477,1324891712","10572086131,7011386937,7758413401,7937873656,10399702652,15505319069","2418641393,1615586892,1989038486,2159826392,2720583327,3557018508","27712338807,18546933500,20860283192,21377923188,27715580605,40941624656"
L2_RQSTS:MISS,"292476594,127915807,125422961,139677124,195082584,287236781","2627766634,1184629548,1144550132,1175859811,1577991357,2419356129","753308485,413216149,551498554,643635394,786640092,990514475","6941470873,3506685550,3895629635,4111361959,5094172139,7129719172"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"101407331,16490192,11332166,11426072,16325785,27710184","378318557,68779985,60439365,64744710,90033418,151148252","237103446,60965222,90960495,114779544,115378255,147153124","1053293429,285586506,383019951,467786786,472755151,594339189"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"4873473,2993620,6165749,7874113,10034245,13485474","52493038,26380848,30487119,36917375,50929227,78598200","12153001,6578749,9670780,14613314,13784438,17698856","152672913,66270024,57240114,62584358,79319418,125135190"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"173788,239613,284581,390677,701192,1061983","1434263,1728645,1930287,2462306,4231046,7519338","370574,499792,517957,644346,1006137,1572737","3384040,4250270,4225339,5115034,7620838,12166554"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"134300680,84165204,81350714,92244759,125768829,178077406","1745215972,882577767,836792250,819300291,1038173159,1506727087","373779810,273619111,351920521,390670191,502694828,628759088","4567043683,2562602477,2739565090,2754510870,3408166300,4736303860"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"27246701,12655478,12842315,14253762,1620225745,38887712","122184038,67604249,74179156,87303983,156716500,279811027","67479600,40261574,56164189,70735588,82207859,111089643","339348513,222991465,279818014,308037457,425883322,583015448"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"23826976,11014939,11790720,12967419,18517133,26200050","298697700,134821030,137545370,160257379,228124637,378821496","62302132,31085348,43393937,52205646,69151521,85266172","818386411,371556918,424198326,492883874,685702106,1038336344"
Runtime,"1.1554,0.46158,0.263082,0.220346,0.247805,0.271289","13.0985,4.98028,2.77745,2.49617,2.3386,2.41619","3.13051,1.15202,0.698945,0.620238,0.671709,0.714253","34.3153,12.9819,7.70603,6.74277,6.59113,5.67748"
