,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_LL:READ:ACCESS,"97641130,36226341,20021808,12650037,17110178,34439694","436536241,143821692,97497813,74902740,85539468,166201603","242157405,130544550,139369231,75449150,73687994,140053617","1038873263,615031304,597497885,337870757,334111262,635927673"
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"4396354,3018061,2244712,3304168,7276422,14384856","49948101,42372174,38979112,33895434,46528255,86909947","22527648,18425435,14854554,10372633,23852881,47582356","145050902,125240198,114630379,95341616,144904231,288024121"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"5494364,4649312,7552869,5691138,6650094,11705852","91119190,48590719,41447476,33101480,30061980,52660623","14146902,11005684,12399402,8237533,13578848,24459482","165615783,129804973,77591545,63892298,78876811,148480637"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"150792,258310,248251,2354134,3580117,6646800","859329,2093607,3686695,15728400,20135241,36326590","493085,571496,495758,3594655,5959660,11682456","1488632,2825942,4994511,26735962,37402446,73933926"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2097146171,2502785390,2652506966,1607287890,1793731460,3023362299","27730978945,33210484831,35227603979,21175627579,23594009726,36591223022","5294032300,6314602256,6691433939,4034018731,4483285955,7631173917","72284445093,86566053830,91805034365,55097456012,61283292661,95322116213"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"29921,1485,7107,10977,60090,150318","122972,4506,16672,22177,300900,628592","74774,6424,9751,20400,177904,300419","346020,19483,32445,252146,861273,1816561"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"188997845,192637002,198105684,121062810,132547809,218691104","1960112137,1980564413,2001548017,1213729853,1352167012,2091216324","473983668,480303755,490730098,295106740,319442500,527053500","5071412783,5111990537,5151985500,3098332254,3427181379,5330157783"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"272,386,366,335,1706,2302","2076,692,799,4294,7979,8932","246,394,386,598,6705,4263","3605,2367,4007,4662,19670,34654"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2669902587,3001733745,4315012093,3541823909,4665050810,15338866695","27741887439,35966065145,67012326289,56012286218,82661450666,168122034384","7301457040,8736427605,13827360823,9723557779,12603687338,35560080904","66122672492,98485840418,182680866117,159079158855,186674321079,420398147510"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1494110901,953811393,1132347587,1336589602,2149380617,10927290016","11877373652,8394939131,12489288484,15309187214,26260082010,76021813875","4344838243,3575973712,4855879924,3845423868,5813690389,23009597644","29180686036,26136243219,36624587858,43003672686,54617444736,169894844969"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"446614639,329701038,439437866,806980795,1398790760,3608937875","6575714701,5352415231,9168681833,11939550239,17857262288,31520995742","1821938858,1551634409,2317861528,1981746316,3581150270,11212290338","16953879197,15067808455,24865331245,31777023825,36880651636,92550633719"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1647651405,1433083881,2242624098,2170401114,3264776639,13023117856","17559561901,17714496104,41862268737,40671122447,65234360150,140814417144","4824680688,4698575579,8544664694,6484958556,8624509212,29405760606","42513441661,50624383569,116803224659,122868128809,140476454624,352484034195"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1053592185,687250695,893719525,1112322456,1913097656,10485910630","9352677421,6619832919,10910807334,14096726705,24699929900,74534881211","3305455415,2684166487,3840471237,3267279817,5105566451,21475882042","22792046465,20408736522,30699283041,40266226992,50139092561,161353652975"
CYCLE_ACTIVITY:STALLS_L3_MISS,"398683798,297034677,393849853,710025454,1324619002,3422042620","5814872219,4896193451,8757345236,11526429917,17279990371,32013927661","1699029288,1348586191,2155682992,1842297218,3288036144,10653127615","15465548719,13640582685,23248297348,31319398307,35783704754,89443705289"
RESOURCE_STALLS,"2277236451,2244156864,2993055112,2830494525,4149072501,9558842319","23865470894,27981090105,55647850044,53244396318,82203986503,148811146181","6533900864,6799461837,10928469391,8153135765,10446245150,28697201579","60764482981,77166734497,154355995530,145649545108,181286647430,398007476072"
L2_RQSTS:ALL_DEMAND_DATA_RD,"245394615,321781213,359414024,218975889,250293388,413644867","1486158637,3122033056,3679322608,2255843692,2582763706,4134517786","606733294,831044099,959096703,578594131,648060642,1069254035","3745515233,8322718013,9806889864,5956766473,6809668813,10916384720"
L2_RQSTS:DEMAND_DATA_RD_HIT,"166938375,297094034,346403160,211726409,238992668,389731763","1146583684,3023129346,3606795625,2203377528,2517756245,3997848839","419704403,750998297,870195032,531305730,603012720,994350844","2889686943,7920080026,9392544414,5735335869,6585956891,10499988493"
L2_RQSTS:DEMAND_DATA_RD_MISS,"78448544,24482512,13088638,7267762,11771518,23910631","339870283,99122982,72849585,52233319,65130041,137248437","187047729,80146686,89068926,46907910,45747528,77302052","856021796,402660747,414276975,220888544,224244422,418422633"
L2_RQSTS:ALL_RFO,"38014259,40039548,44037014,27580207,30807764,50139256","502622189,526561822,552251534,340819567,382313671,603025134","95324879,99027243,103739988,61977032,72105716,109949117","1318843428,1360638703,1407314346,851153125,972183826,1504527588"
L2_RQSTS:RFO_HIT,"33801142,36912014,38605729,23187941,24914992,39463645","425163464,488235960,519906026,312206170,350146183,534705096","84444667,91326810,93759695,55837791,60875649,97387913","1179608792,1256839067,1338488219,800957408,903351368,1371312619"
L2_RQSTS:RFO_MISS,"4222035,3125808,5416224,4328806,6043182,10654017","77525851,38314753,32386884,28813999,32055673,68450859","10939121,7689365,10025495,6111333,11380916,12559811","139266850,103640176,68903243,50613441,69537220,133214947"
L2_RQSTS:ALL_CODE_RD,"176252,337174,490080,1750473,2929394,1265022","1425841,2717887,3403427,8185567,14224657,8107440","365462,695202,831956,2158072,3495063,1808783","3328097,6195424,6534656,11259141,17284042,14898227"
L2_RQSTS:CODE_RD_HIT,"1820,9801,20013,1169902,2100922,177318","4099,34948,89634,5081184,9533478,656731","2111,9362,19176,826366,1885133,231418","6361,35478,83156,3525044,8015427,1474296"
L2_RQSTS:CODE_RD_MISS,"174648,327827,469602,578415,827879,1089734","1428821,2674001,3337012,3096772,4684665,7406099","363955,691377,807584,1330859,1624286,1587064","3323923,6182519,6440536,7807971,9227127,13314249"
L2_RQSTS:ALL_PF,"673149151,825150243,821408332,491821258,535057141,859056306","8749544128,10219429840,10352157211,6150453648,6774427297,10786606703","1749098337,2148435161,2192561609,1294464335,1430919174,2379390462","22789690981,27063364772,27499555600,16390246438,18028651051,28982689274"
L2_RQSTS:PF_HIT,"459997708,613717445,632719887,371554313,390080152,602718807","6155006197,8061525615,8345162213,4942418330,5432209514,8565960862","1174792082,1468990542,1480668269,847513646,891503085,1483112542","16762311195,20784333949,21411710784,12687024341,13882354431,22240442663"
L2_RQSTS:PF_MISS,"212923031,212018236,188326119,120315801,147932555,256229814","2595550481,2157865998,2015835874,1209232765,1327254653,2233063470","571930455,678889300,710807313,448299892,537529779,896479869","6020339431,6277441110,6108190230,3706119820,4143514949,6731098100"
L2_RQSTS:ALL_DEMAND_REFERENCES,"283579758,363547584,403967980,248640079,285493528,465071949","1991159207,3651241383,4262137463,2604777382,2979451707,4744066545","703706090,930692739,1063686535,642678307,723695384,1181932954","5065537811,9689255136,11287854680,6849469610,7800320934,12429975637"
L2_RQSTS:ALL_DEMAND_MISS,"82900164,28124085,19005371,12194920,18807325,35694907","418972748,139923155,112800810,84111761,102328310,213381113","201094533,88612574,100910351,54697667,58693774,91012936","995707575,511866796,498235014,288110333,303463041,567518191"
L2_RQSTS:REFERENCES,"956507477,1189386005,1224011801,739379547,823696413,1324192596","10739478659,13870765146,14622465186,8756511321,9725842603,15541153589","2448498927,3078221893,3254997076,1938249120,2152995457,3561552556","27859678186,36748549872,38807553412,23240869940,25824273392,41403008502"
L2_RQSTS:MISS,"295565475,240148583,206974225,132578801,166722384,291975920","3013801630,2297460345,2127897027,1293503990,1427601077,2446440839","771964387,767526963,810593067,503048074,595457171,987577082","7018086833,6788313825,6607565425,3994139876,4448182858,7298839592"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"97596687,36959041,19880603,12785848,17166914,34337530","438748289,143520009,100872455,74747717,86102440,183391120","241771768,130829426,139381757,76191766,73114148,131268481","1038246252,613538616,604071426,337139956,334574526,641830016"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"5508378,4920782,7553318,5681899,6613626,11711616","91052873,48191695,46085104,32925821,30163606,71815878","14074931,11027591,12396675,8375997,13590656,15685009","165548919,129505878,90578412,65433375,78129989,147897710"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"174012,334028,467780,573614,821566,1090638","1444903,2654994,3303636,3063320,4720134,7402180","382208,677665,809897,1326377,1619776,1594275","3326219,6094973,6247957,7708747,9197955,13132988"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"141565947,156233030,142222571,84852780,103263795,177083621","1923062669,1722719366,1593984690,893155382,945496401,1516096885","377419338,493546420,518404653,328038686,392341361,649396021","4618276259,4898199261,4735314568,2797849195,3053244027,4787764309"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"27162304,22454770,17375482,13681269,23136259,41736382","154360035,124062942,130645528,108116161,134506897,292649686","68240242,73057217,73040141,46273994,68540688,106809483","352931862,439330478,443235574,310644205,393278944,675074171"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"23418898,19510470,18607318,14391926,15153725,24839956","396349989,256149339,251662610,176151936,218305727,366521728","64774882,57908161,64429430,42927975,44672532,79617972","827279240,697392210,723892147,470945923,573174429,1020020782"
Runtime,"1.16105,0.376985,0.215798,0.33158,0.46383,0.315515","13.4985,4.32821,2.50563,2.76476,3.21967,2.42031","3.12235,1.00558,0.614786,0.7716,0.913692,0.766082","34.3287,11.4532,6.69848,6.54859,6.58389,6.40719"
