,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_L1I:READ:MISS,"186549,371682,541505,771512,1125662,1343486","1488908,2930464,3680105,5134011,7370862,9450445","418973,786728,919635,1307504,1650384,1960607","3605171,6911355,7159039,9327807,12907440,15345851"
perf::PERF_COUNT_HW_CACHE_LL:READ:ACCESS,"98689261,40041918,19239243,18437354,21234144,33799877","376096968,153955444,95980289,117998995,127974566,178179615","227153467,146813047,131170295,119830068,125688952,128336209","1040953474,762582992,564475717,535757666,545262148,580185547"
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"4010714,2993336,2159321,7508224,5847359,14010241","47546532,42063166,38166755,60779408,56954142,95549812","27011151,18335151,14447825,30594638,19107743,41072270","141173106,122727729,111966807,196449328,162569359,255744747"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"5407822,4905514,7595936,5936010,11660427,11642437","67912335,47699934,41277417,41008583,63484140,71375307","11320208,11898319,16308208,13531458,16117229,15366031","190519440,146201952,78435082,113024169,94458191,96765656"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"139624,279996,245710,3248831,4152900,6626971","857999,2125559,3549822,21611281,27601365,42057598","572003,601985,499824,5363247,6287189,8180778","1636298,2782337,4646886,34051109,40164164,54709289"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2097148521,2502771462,2652393655,2731726670,2867295409,3023114526","27730979451,33209460206,35228059156,35514183170,36052128220,36594647448","5294030676,6314401164,6691919388,6893066228,7210427209,7633575923","72284442128,86567592485,91809916750,92574977544,93872659707,95317550477"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"29736,1899,7239,13728,91395,153645","116384,4834,26658,30347,448358,631731","75068,4365,9792,11356,234552,296240","360161,24018,42051,294354,1224634,1853534"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"188997842,192632945,198119909,203136819,211458215,218873928","1960112137,1980662225,2001620755,2018469486,2064614238,2092894640","473983668,480299600,490684000,500023099,516266843,526793751","5071412783,5112754233,5152039401,5182220203,5278728641,5320457772"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"244,390,342,399,1527,2692","258,482,4091,963,10054,8060","99,389,397,464,5008,4294","7648,3849,4330,5632,13176,25631"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2671807288,3067169072,4174962070,7121659015,9962216022,15758996058","25724968476,36349018042,65753864919,94459486579,142358279155,202036450396","7513308117,8996549777,12700717375,20945258488,25615226608,30765249698","67820536532,99332935049,178457595377,247331499150,412537445132,381579650125"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1483119029,1034057870,1099200462,2976483884,4940874787,11135480227","10984549399,8636723645,12388327737,26758030928,47576253823,91580574071","4551289908,3823501099,4663345551,9334493147,12799905778,18996287500","29647911254,28003086210,34746949676,70202568324,143558492871,146976959176"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"402462517,337498349,421175735,1704085656,2061043601,3693859571","6301671370,5337439568,8659118729,19013582112,27052997967,40715196131","2180700328,1515010168,2045987413,5550434854,5667466974,9324526023","17583306102,14634216768,24158887844,51003188946,85418532421,79572649584"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1631593440,1507059694,2186148639,5063515219,7740766223,13360675874","16478531941,18159804337,40231574965,69285006413,111213495174,174598225951","5090729021,4973118134,7540383554,15519086484,21216233433,24788749081","45335199888,52126726286,115083069511,183826309687,345087245207,309391269285"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1034207002,751725343,895740835,2672858630,4670754233,10681855161","8588592373,6852892142,10758058608,24776957302,44257909010,75032065928","3423187544,2890929511,3679318510,7944532386,12542898621,17685007981","24043004465,21656163129,30249235152,64477356493,135235474001,140361216279"
CYCLE_ACTIVITY:STALLS_L3_MISS,"368666054,302657517,394629962,1605697442,1987730851,3525888906","5810078858,4892309370,8655424906,18170676351,26521618634,32652616880","1901507324,1316055253,1890179178,5026972322,5442747455,8857401073","16124908489,13291518634,22416134934,49162397158,84204888248,76963445557"
RESOURCE_STALLS,"2285062173,2334950208,3046355661,6147272643,8340745926,10313815920","24872386878,28466379338,56390703491,87365811666,136503436554,150595652080","6869789369,7123816036,10060603389,17667775828,22053073335,24889654377","65477432163,79747340753,155112940009,228831365465,401994850281,350341931766"
L2_RQSTS:ALL_DEMAND_DATA_RD,"242283839,322682384,357836331,374958631,394097969,410447262","1443141955,3136670433,3668328135,3780850703,3936217538,4135975409","586708937,829406424,951980657,985719982,1036672504,1063791661","3760732492,8231906492,9737212810,10010534898,10411313180,10735247342"
L2_RQSTS:DEMAND_DATA_RD_HIT,"163318994,294335826,345458060,363842965,379431454,386748724","1140827881,3030308447,3595405635,3697203522,3839328175,4000502411","410112592,732802359,870536921,920473037,958114091,993742599","2942705655,7756048953,9352175755,9685032202,10037016788,10365995427"
L2_RQSTS:DEMAND_DATA_RD_MISS,"79276942,28361184,12419065,11256884,14618497,24003559","304045181,106494267,72308831,84504139,97283943,136221398","179639759,94613947,81429938,65139157,77993594,76852120","821789877,496902346,385064246,330171855,374297537,370797378"
L2_RQSTS:ALL_RFO,"38100995,40015857,44024788,43537715,49402799,49815302","507126654,525660679,547934932,555570289,587242241,601075477","95563014,98824070,105938073,104355661,109173495,109205887","1311723693,1351610622,1394955535,1421382948,1449453452,1461792833"
L2_RQSTS:RFO_HIT,"33975530,36692101,38517803,38400232,39885758,39176880","450751872,488812725,515168095,514702685,527564726,532044565","87078939,90374860,93345554,93804485,95434041,96590877","1152897634,1234070890,1324302218,1328242347,1353997288,1364559854"
L2_RQSTS:RFO_MISS,"4089378,3334486,5492970,5120932,9523824,10661940","56224175,36861749,32905693,40449775,59839422,68323049","8489870,8452620,12558263,10555298,13765732,12489941","158253774,117475289,70724422,93276091,95281000,96163149"
L2_RQSTS:ALL_CODE_RD,"178880,358266,512527,784496,1113615,1315704","1463057,2686504,3522121,5021183,7251760,8398007","380495,719681,883843,1234638,1598040,1934221","3500720,6564114,7148297,9457962,12733005,14750845"
L2_RQSTS:CODE_RD_HIT,"1828,9552,22315,47006,109336,193926","4363,46785,95628,218934,519100,853713","1864,8879,23667,70898,144887,278969","6940,33613,92785,258809,756229,1216878"
L2_RQSTS:CODE_RD_MISS,"181683,346967,491486,717182,999287,1122271","1443511,2846736,3548201,4770771,6746020,7637419","377050,703211,857715,1129803,1416176,1663464","3472324,6623171,6804374,8981228,11651276,13497890"
L2_RQSTS:ALL_PF,"669501971,819250000,822625485,808257560,853183955,852764379","8734542333,10221977172,10397410906,10321474831,10706023833,10866602591","1746671012,2139560992,2226133658,2241993532,2330153284,2400907761","22884790580,27192630640,27654091906,27712316831,28398597836,28980932077"
L2_RQSTS:PF_HIT,"458275568,611834526,633635803,612280901,623106427,594584283","6392329968,8067875786,8390754184,8315507856,8627242813,8629210668","1184925470,1474616471,1491649442,1454601174,1479504271,1503419331","16497984326,20718759605,21557725007,21409666052,22064203016,22406325742"
L2_RQSTS:PF_MISS,"212272790,207076319,188715138,196280882,230623436,254973240","2347465259,2154986985,2006512273,2006631754,2081385031,2233159167","562093215,664920075,730784164,786935660,850388265,897851655","6399321514,6467456262,6091317301,6300547259,6304833883,6585003513"
L2_RQSTS:ALL_DEMAND_REFERENCES,"277998942,363041607,402586683,419685348,444625357,462593684","1952481993,3665869497,4217651392,4339436330,4529313020,4746566519","683211733,930186530,1062214091,1091121852,1151378121,1175760426","5070122595,9606857646,11142137428,11440090385,11879671866,12212334731"
L2_RQSTS:ALL_DEMAND_MISS,"82435053,31990916,18483071,17130939,25187237,35937355","361520537,146700410,108771194,129896502,163721332,212055251","185881756,105662497,96637872,76260110,93694601,90034502","975281932,621487725,462276384,432423387,484231081,481146617"
L2_RQSTS:REFERENCES,"951372145,1182534107,1225999101,1228182907,1298731329,1315073367","10689927931,13888783306,14624283355,14659936843,15224622441,15610722154","2434728290,3063571723,3283431710,3333920884,3475921187,3572452924","27957181461,36792784224,38785982793,39155943614,40251555231,41189974985"
L2_RQSTS:MISS,"296233639,239262691,207215460,213380851,256116697,290982457","2710196882,2301793674,2116700627,2136473263,2240007484,2445155768","751585119,768122690,826998555,863899619,943770010,987701418","7365672237,7087059557,6550692297,6732752646,6787058097,7067055243"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"99602550,40028473,19237598,18776835,21162269,34460044","377677840,153890114,95603280,117644276,127149971,176082859","231892469,144689155,134300296,118660884,128948683,130456086","1050849266,757226302,565487001,537345538,546934495,576015164"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"5370458,4897556,7607292,5897988,11706539,11763587","67822687,47895061,41276484,40977801,63096823,71629382","11397318,11885135,16224673,13541609,16109112,15406099","190462004,145982351,78299770,113210266,94602734,96406224"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"176124,371594,491747,722720,993543,1121119","1422003,2723378,3422847,4837062,6766221,7629493","394114,707523,863988,1164549,1436171,1644669","3393541,6955025,6638205,8786414,11779904,13339990"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"138854328,152781404,142733529,144933382,162369428,177515327","1807747430,1718888116,1608577563,1511330649,1467122067,1526496409","388540679,479413175,526513103,575098648,610331126,652189850","4859883342,4970735539,4768213751,4752933854,4622386212,4832933558"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"27257612,21127411,17648203,18082494,32413324,40622699","131296391,123154125,108326826,155675232,224147143,290004796","62921006,71226191,83149842,75889231,97993697,105818573","374065617,433143088,391643881,485850061,521270039,509242351"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"24700938,19753167,18736483,23975718,25794353,24939416","323484399,253697003,253451194,297012032,337071222,364359965","62022204,59695956,65380611,75957105,88673803,80301935","891061646,770871388,730488291,825235215,968002052,1009671567"
Runtime,"1.1706,0.383201,0.219597,0.267123,0.263589,0.322299","13.327,4.36279,2.5246,2.60751,2.55766,2.59681","3.20859,1.03031,0.612873,0.72598,0.646806,0.774764","35.476,11.7611,6.72839,6.57589,6.85676,5.80381"
