,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"30123,2014,7238,10978,65336,155675","125339,4404,14718,30819,313492,649633","75231,5112,10883,21445,163142,297196","369275,19979,29334,170715,897749,1794816"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"188997845,192625147,198108615,121051301,132526624,218929027","1960112137,1980498562,2001525117,1213699765,1350581708,2092592571","473983668,480288996,490720516,295079398,319596751,526987101","5071412783,5112105498,5151931988,3099239145,3433166441,5320080851"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"326,391,302,299,1238,2512","2611,792,4003,4157,9143,13495","282,327,382,657,6070,4559","8619,2978,3006,3245,15763,32685"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2784841941,3089898232,4583054917,3364216897,4532186953,18642538413","26756739405,36462068721,67811941462,54097327629,70846472542,186658346376","7715267788,9090301555,13735582373,9490309322,14956598808,34346454780","68743963783,99834901139,182802641147,174417013251,240429295150,391579164578"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1553961763,1038733834,1185554001,1269252641,1943537576,12587748593","11152060989,8804211464,12945058149,14890802237,21704376235,84063187906","4536042608,3924980432,5054002014,3811393646,7352160907,21633391927","30451506846,27591974763,37661243279,49754017325,74129034027,152384070605"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"460643649,343839849,514815588,748926593,1248753507,4164500128","6496501678,5478551537,9558450845,11663060238,15164872979,35674988794","1997596219,1614887441,2442889802,1980583935,4684491211,10209479496","18320329787,14755673686,25297583301,37478181696,48244408539,81143574762"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1733316395,1564674341,2588221587,2085424524,3165894550,14551272501","16917464672,18152836436,42745093502,38879446715,53449508446,159183744251","5083021740,5019169340,8485595401,6285741922,11366677519,28312115902","45325802856,51713902545,117320045876,138591496939,193592121606,320065933476"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1099970087,785584413,963343523,1090968342,1751664678,11219401128","8826958935,6952566045,11325231266,13649898713,20260482763,81022670822","3373136511,2964176210,4028676984,3175597844,6802636481,20270962682","24844917243,21394245669,31531333948,46312920792,69345923698,143743831000"
CYCLE_ACTIVITY:STALLS_L3_MISS,"414867479,336540575,479199883,712463385,1167466304,3892950697","6136390547,4945361324,9176565364,11230075602,14640017977,34610114729","1752060373,1390765387,2239135266,1874788859,3542538925,9704076297","16943184933,13339472963,23535660982,37592120825,46109821090,78087208364"
RESOURCE_STALLS,"2375989979,2383616411,3444253041,2850845953,4211222528,11800086827","24186153414,28348749491,56819155505,54579630259,68702042161,166670394970","6722318595,7112704876,10847214153,7921821148,11447467872,27860564994","64029065126,78542891307,155306386378,175520185714,232761922650,360509661693"
L2_RQSTS:ALL_DEMAND_DATA_RD,"241979534,323760414,359196709,218367319,246544565,413612663","1523281585,3121200635,3678696208,2257270779,2582347274,4130889394","607926818,837462802,954871118,579152350,648495069,1068376482","3725463895,8350717449,9783542305,5990591714,6808783002,10755598552"
L2_RQSTS:DEMAND_DATA_RD_HIT,"162108777,295169765,346563156,211462009,236657470,389425923","1213429650,3014887052,3605914529,2204391536,2517960562,3993634157","418427128,738742637,871038144,532017536,602961207,993856743","2910645293,7867263770,9384835496,5757282477,6583008720,10379397025"
L2_RQSTS:DEMAND_DATA_RD_MISS,"80009282,28823690,12598789,7235779,10186604,24153675","309516084,106424448,72920011,52571239,65073966,138236150","192104833,98563886,83029615,47523419,46116650,76295224","810677782,483196940,398699949,230542012,223167287,375616606"
L2_RQSTS:ALL_RFO,"37813634,40061239,44035750,27481185,29192878,50044015","508833419,526291687,551693038,341248710,382116043,602846417","95418279,99281718,103828745,61870907,72300867,110106722","1311233259,1357862198,1406560866,856130266,972296712,1463094723"
L2_RQSTS:RFO_HIT,"32578050,36784250,38671711,23279638,24830048,39351547","459055292,487837713,519315313,312790616,349901918,533901312","84533708,91121127,93792196,55883768,60883232,97642664","1146114592,1244277050,1338067985,801730118,902135061,1368214270"
L2_RQSTS:RFO_MISS,"5239297,3380217,5365018,4243347,4363810,10709001","49932877,38504508,32441939,28423376,32139780,69139726","10852967,8162640,9971632,6010562,11426955,12693621","164922883,113328558,68558339,54160657,70144032,95073236"
L2_RQSTS:ALL_CODE_RD,"186073,350327,509607,1838358,3154494,1303505","1431443,2768513,3506682,8760653,14829744,8553590","386590,711554,843215,2206200,3658120,1813785","3421218,6201582,6863414,11743583,18191587,13267413"
L2_RQSTS:CODE_RD_HIT,"1863,9714,22223,1232846,2281344,204952","4499,35106,108712,5439973,9787284,764317","2009,8599,22965,843174,2000434,262373","7508,32208,90184,3598793,8198079,1171394"
L2_RQSTS:CODE_RD_MISS,"181212,340417,483600,606835,869087,1093264","1422822,2716021,3388771,3332310,5028387,7660879","381443,694599,832211,1365448,1697214,1580213","3385002,6152582,6719541,8244421,9860299,12628349"
L2_RQSTS:ALL_PF,"676014725,818759377,819953041,490305867,528980116,855747846","8608047098,10221115202,10353808810,6135211822,6789917420,10884919136","1728328882,2122034957,2207883215,1294578420,1426827637,2380670298","22872572592,27067927589,27514576165,16385176528,18131863202,28828358875"
L2_RQSTS:PF_HIT,"452051446,611381724,631446229,370420802,385851505,599395156","6283769593,8064365687,8354803461,4932381205,5452366111,8658524112","1167452163,1456335942,1490918904,847563737,891249883,1477307133","16517308576,20758081440,21430015375,12712940277,13995760003,22281361309"
L2_RQSTS:PF_MISS,"223560274,207191317,188248462,120288282,141886080,255972691","2327519351,2160308308,1998246371,1202310793,1338049520,2232163132","560147763,657339072,717614671,446993793,535408882,900007699","6323952428,6319358005,6082203060,3673149741,4128969586,6553930800"
L2_RQSTS:ALL_DEMAND_REFERENCES,"280235029,365905950,403650860,248109197,279242743,464984323","2034336032,3671540086,4234185936,2606881060,2979604226,4744182953","706417600,937289961,1059036876,643513138,723991959,1185873970","5044908610,9713125165,11196628817,6855801818,7799254801,12231169112"
L2_RQSTS:ALL_DEMAND_MISS,"85586692,32644438,18447627,12118326,15447011,35848564","360826109,148738848,109169369,84315118,102363931,215504969","203417292,108987850,93946806,54774849,59046031,91595922","988335042,603911919,474086213,292823960,304109356,482894243"
L2_RQSTS:REFERENCES,"955773249,1184275298,1223355372,739310535,807727443,1320515609","10640133263,13895950095,14585531346,8742955119,9769136079,15639659496","2435228356,3050501911,3267180884,1937409088,2151329329,3565394683","27892707909,36790827084,38708394742,23255956578,25909349256,41065567466"
L2_RQSTS:MISS,"309027912,240090479,206677129,132567272,157330897,291843561","2685539076,2309111570,2107757733,1286679470,1440248249,2448173048","763906619,765667055,811484566,501877746,594478321,991238127","7334225763,6923779438,6556003328,3969122977,4431828571,7037802175"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"101084911,40759175,19718692,12579672,15129924,34396030","380525592,157761705,98433044,75126485,85493094,184581277","245448419,151560324,136073279,76618540,74582380,134406382","1049080615,720151558,590352653,341949568,334607528,588521546"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"6714302,5131200,7501590,5581224,4619790,11728679","59857949,49626055,41693335,32299845,30151231,72656563","14120613,11541117,12310468,8084286,13664922,15681942","196375539,142088670,78015465,65149134,78942506,96351300"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"181153,334037,486488,610663,868764,1091066","1430342,2668776,3369867,3309942,4922201,7605388","379435,710261,821642,1358655,1686389,1709818","3381581,6264102,6642003,8216520,9914858,12361556"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"144793143,151915329,141955525,84850594,102415772,177130122","1781185871,1713664134,1587337763,885770572,965803204,1511384873","372409759,472807714,522602214,327505007,390736283,651098087","4796049061,4881006977,4726667502,2751202859,3029160527,4788149324"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"28379368,22174655,17492363,13315800,18084843,41339991","127948254,128430888,118154834,106872948,136020601,292529017","68439692,71029600,72294533,45866050,68350573,109181560","377918121,440604242,414646341,305280453,390033405,507852568"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"27665871,19574370,18729292,14434112,15503102,24911084","330396711,255942969,255060538,178573776,209899307,369909483","62321362,59275550,65023214,42704899,44776993,78658470","906836901,728096346,729699902,490771083,581220589,1017202712"
Runtime,"1.19377,0.382176,0.219499,0.329035,0.451762,0.325742","13.3675,4.33797,2.53821,2.84582,2.97092,2.60344","3.1286,1.03445,0.621634,0.772776,0.961342,0.761269","34.9836,11.572,6.74115,7.39357,7.08247,5.7074"
