,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2097148295,2504007178,2670136549,2753767621,2932076348,3082569964","27730978851,33214797343,35297079407,35598239515,36264215180,36798337456","5294032283,6317902850,6730566966,6938705888,7362713263,7751476418","72284446006,86572104485,91973924744,92755295412,94447226839,95780813146"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"29823,2037,5228,56796,93757,163471","116971,21254,74510,425533,457466,669690","74710,4268,27745,137219,245814,307059","350294,1378672,1525166,1834302,2869108,3691346"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"188997845,192721101,198257200,203210918,211530928,219290502","1960112137,1981217557,2002371878,2017279147,2059682480,2092496127","473983668,480398713,490830514,499889751,515923163,527189228","5071412783,5113577144,5153788323,5181433886,5262496827,5319524426"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"258,321,331,473,1044,1417","1030,3188,1787,5122,3602,4105","241,402,761,1130,2169,5073","7100,19561,24849,31145,57499,66257"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2693364187,5957455716,6283338806,7098030021,9523185304,14942770592","26120401613,70130236411,67956259117,80609850116,115285239182,157192888965","7500474825,16393411480,17507767195,20373800387,31254541215,32185948704","69190068877,192072538536,187301894594,243941822808,327206509371,341319393177"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1504660373,3368756046,2921207748,3470209101,5379756229,10440496103","11140587837,38202619393,27863365778,35594192190,54238976426,86967398444","4337346125,10597715016,9269586404,11133091600,19181561470,21149198505","29116257408,107909053340,79369725492,102379073872,152167608500,173836907859"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"433655304,2207192645,1910168791,2216359503,3414810078,5773981774","6298265534,20254150648,19332007588,24090579268,41893830701,58922346873","1850120532,7249134617,5869613453,6948730661,12412027396,12956327656","17067961261,61587662279,54764467425,65522900311,116315199704,125696523810"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1698472540,4398520427,4574271858,5362782404,7533665142,12927104699","16786432433,50703563474,47807897296,59623105673,95624939744,137008434749","4767653277,12372929364,13133142443,15814852771,26349099956,26941666244","42481471409,143138787360,134032246730,162554368806,273570858927,288155667493"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1041299553,2810005470,2559894928,3097313104,4943767723,9772026162","8772840074,31562575131,24315200027,31198890355,51407078613,82703601861","3202225011,8905619028,8079652716,9761042119,17616877290,19390964093","22625428968,93711900875,69745049502,84946674778,143313916434,164281331465"
CYCLE_ACTIVITY:STALLS_L3_MISS,"355079599,1928780470,1731035502,2057181051,3180255028,5458446398","5840047447,18420539193,17899816272,22569196885,40326624106,56877766418","1615752429,6292678478,5413626029,6389197105,11812551050,12249123422","15375144376,58623747359,51210598514,61222963704,112110802742,121538196803"
RESOURCE_STALLS,"2248091225,5663775273,5970963728,6957018208,9447134983,13926458796","23884096512,67093737329,68377129229,85235867112,142636333311,200492251369","6334762148,15401692820,16759835101,20064251360,32612269999,30576234388","60952043232,187568333346,184759630382,225473886052,407747897928,421271378338"
L2_RQSTS:ALL_DEMAND_DATA_RD,"240429272,321667218,312651611,319272388,343258511,359686940","1446646640,3329840444,3111250159,3216692736,3126605923,3083821229","601077804,812461390,803212891,821444594,853226618,886423989","3815736161,8640513516,8151139622,8311685092,8065012674,8051513939"
L2_RQSTS:DEMAND_DATA_RD_HIT,"161105269,272234158,292739608,299481029,320097238,330828067","1135257256,2752045970,2854763461,2903540723,2931828315,2918950588","420724432,642572946,726076539,732412403,757168028,787939350","3009407196,6981947942,7436379699,7396600210,7515869453,7518960864"
L2_RQSTS:DEMAND_DATA_RD_MISS,"79274145,49199880,20117865,20111101,22980055,29042843","311323117,608338790,255759852,315004855,170719961,167949732","180651755,169264354,78600871,87811485,95588967,97814100","807226427,1721093438,738956827,919564167,546559846,534055721"
L2_RQSTS:ALL_RFO,"38232583,38269048,41300577,42954288,46739046,48845050","506784056,494124259,522985305,537946491,569277193,573935042","95395393,92316044,99569732,102864873,105609890,108683320","1316251268,1264914584,1331059528,1350434035,1420984624,1438769046"
L2_RQSTS:RFO_HIT,"34803424,31575619,37511912,38549915,39903586,40821892","447816979,358596040,425266968,434419910,520109180,530836873","84746239,77193852,92517954,93699762,96259770,98484108","1178589162,935985255,1103215714,1108131566,1328123171,1364857565"
L2_RQSTS:RFO_MISS,"3450442,6736370,3778623,4428098,6844338,7993885","58981635,134944069,97929875,103537907,49238575,43127106","10670964,14999288,7045451,9198455,9341130,10216293","137639791,329268490,227784486,244063290,92315191,73944350"
L2_RQSTS:ALL_CODE_RD,"169990,376397,399214,487547,653939,749051","1416569,2760532,2924292,3446117,4292455,5006884","371843,716675,743938,838159,1062027,1140622","3361919,6236678,5927883,7382255,8191130,8545947"
L2_RQSTS:CODE_RD_HIT,"1519,10985,17100,25855,43836,61370","3869,46774,69627,95407,186977,256682","1891,10118,23921,36124,67495,96509","6279,38239,77435,142860,306937,407027"
L2_RQSTS:CODE_RD_MISS,"171098,364908,381421,464928,609041,684569","1417009,2700905,2855884,3371368,4101780,4749822","364175,710427,715489,797924,991876,1046600","3355852,6218294,5850081,7209936,7911736,8130698"
L2_RQSTS:ALL_PF,"670417293,838932485,869116192,869313960,884022901,899504699","8655033886,11104618128,11673291130,11706288271,10644023615,10379827001","1745717161,2113951108,2245421223,2233547000,2224053732,2266314882","22736495458,28769453210,30615517778,30474117375,27477160253,27012458837"
L2_RQSTS:PF_HIT,"463827908,562403587,630992850,624184679,622356607,627248620","6298623703,7414046865,8960946003,8826788176,8611135893,8393431586","1174947412,1419325610,1541919876,1511031549,1482475921,1503122312","16593089436,19049607690,23188553782,22680848462,21866352988,21428558289"
L2_RQSTS:PF_MISS,"206676395,276082812,242948367,244730735,261232152,271335524","2355539227,3688100366,2740033696,2878456115,2032949401,1984834031","573202316,691881392,704270011,721372308,757641409,763108569","6158040587,9684221704,7415646231,7897461224,5608606814,5580712281"
L2_RQSTS:ALL_DEMAND_REFERENCES,"278752899,360454981,356509619,362087616,389622609,409844855","1955010506,3851774526,3657380493,3758855283,3675114892,3664225111","696515016,906291847,905778376,926734055,983396786,996924105","5129857627,9911721481,9512958367,9732236238,9488689360,9495404736"
L2_RQSTS:ALL_DEMAND_MISS,"82807377,56094153,24606243,24863384,30254101,37623264","371823307,732311528,357469452,416714942,223995015,215556243","191176152,180863823,87415791,98233352,113401568,109574364","939288142,2061076808,976814095,1177591419,647439186,615359415"
L2_RQSTS:REFERENCES,"949434834,1199761759,1230281891,1231228154,1273289743,1308372714","10602631861,14938382469,15348856035,15441388198,14317865656,14044444099","2444225010,3018471731,3151222891,3159770653,3223034105,3264132765","27892713134,38715342791,40115525186,40332469532,36976917700,36538964443"
L2_RQSTS:MISS,"289790276,331998475,267607611,270049912,291578748,309103160","2729465261,4443322248,3098061440,3275336831,2257274587,2199952875","764164434,871407550,791560623,819506817,871030000,872604353","7098929183,11752524199,8396439795,9074487131,6260482358,6223859254"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"99158724,66055248,30318868,29451442,32898821,39282973","393603180,848180900,351003492,428861558,209066499,203854070","235920138,223225651,123129050,131827161,146137044,142893191","1006186456,2481210551,1040575520,1301803024,712904562,691204172"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"4649177,7966922,4687052,4810371,7591347,8771342","70282756,161544020,109697167,112071769,52766591,39763255","13755383,18097984,9633693,11952574,15717897,12019386","166880705,385104536,262756970,277408846,92543167,71676782"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"167486,363507,384007,457226,609111,687049","1415069,2630836,2810417,3408151,4055144,4715271","373978,707147,714179,796531,984484,1050279","3291115,6125304,5859526,7214100,7783234,8200206"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"137011153,181374280,177176977,179463719,184833012,192050108","1791909699,2200654752,1840733130,1801874598,1409544484,1363754881","382458587,453039234,514051996,523539600,537169761,553863771","4714056048,5786931516,5082341738,5114246899,3981868491,4013447185"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"26532952,33048724,28009351,27834449,39153597,42463238","135886692,303621997,280452330,293709521,225677703,192988918","67617671,64384977,66097931,74072642,89418155,88100110","355101890,717035754,683659346,718782227,438854098,424396462"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"22191179,42357787,26219867,27121572,25534341,24682683","331523451,915192727,505253120,626348147,349960794,386991256","64193493,111018533,77122718,76360807,80688952,72470653","857869804,2441381085,1304354005,1632962095,1002639688,991420184"
Runtime,"1.16033,0.783279,0.398535,0.349286,0.336578,0.372284","13.3653,9.08855,3.75079,3.11514,2.59717,2.86043","3.10475,2.00004,1.02544,0.89803,0.882379,0.877347","34.6907,23.773,9.83556,8.01938,7.08824,6.48238"
