,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"4246254,6946976,7359536,9368458,9970110,14349420","47299344,56725453,60837735,67482487,74941668,87778979","22080178,24768206,28947520,31900627,35600195,45057747","140146438,170455767,199727442,213335652,230115531,286131113"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"5034811,5161196,4997500,7185445,6967329,11626435","55071099,48239718,35015691,40145999,44029456,52209598","13049539,12506332,11981422,12627292,13961598,24259598","179614382,130836949,85293187,85005658,80328335,149073885"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"139991,3167869,3828338,4773889,4878244,6615093","859619,14246509,23247415,27745307,32440182,35733731","463335,5562854,6273007,6459198,7426738,11320347","1557644,25667961,40581985,42541138,49263965,74266986"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2097148530,2504504375,2660386468,2734927168,2890522047,3025823773","27730966527,33218803945,35263013529,35528317662,36141955915,36590272603","5294026926,6318381139,6709997301,6896088477,7274848393,7628978159","72284436863,86585037997,91898645748,92600595126,94106140189,95333470405"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"29605,1547,6882,214295,90850,151524","118423,5781,12944,28357,441980,642033","74744,3057,9758,31308,225278,316809","350404,24622,40975,382274,1285525,1671921"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"188997845,192684038,198269656,203287746,211600928,219302424","1960112137,1981272350,2002528399,2019329515,2061745037,2095097086","473983668,480390521,490873898,500094589,516272760,527810466","5071412783,5113158901,5156139169,5185698965,5267251995,5327043975"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"122,399,577,1095,2322,2658","1223,4008,1033,1217,10595,8839","304,275,388,1759,2959,4576","2363,3263,3863,7044,14882,27538"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2742996063,3879766208,5135867585,6776078230,9243351853,16137618859","25913201175,41864500129,68244117353,89523992077,131032445937,197454833562","7439543731,11042103665,14324772871,20211322339,30660445304,36046952864","68785006004,112864513104,193530228321,267060469150,346705449949,400324496464"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1510651341,1579656650,1991288539,3047374813,4857647156,11306747728","10645236795,11802718819,17624096994,27653619326,46828206941,88126280413","4381686568,5110898281,6277705829,9565423142,16978566189,22744433768","29711236282,37059487251,52251221921,81508275473,120166297065,161485794563"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"464203193,926800740,1237135981,1880127655,2437873909,3926885430","5977910733,8740313269,13886764054,20342902131,31181103411,39321231903","1877194034,2925135861,3824669120,5976981175,9714309320,11076560373","16275278746,26266405346,40679098494,63776246862,74427461201,88049649278"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1735273028,2234514362,3169848282,4713825111,7464996392,13866569313","16036777876,23696189443,43267707511,64336101710,113928968731,170209110779","4955287475,7029287096,9148484905,14820143569,24303107326,30035374243","42028226677,69131711082,130969366060,199815633187,277652114315,326152387449"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1069229721,1262647010,1750112369,2789563032,4754164611,10900244045","8176472923,10474687277,15824465296,25666839963,47056577376,85321888033","3254461126,4149930772,5294293688,8451778106,15226775681,21393017769","22449245128,30976598038,47053033026,76050522150,112824909562,146066925956"
CYCLE_ACTIVITY:STALLS_L3_MISS,"414890549,852986877,1146254481,1753986401,2395079836,3750365419","5612266300,8496013943,13085443300,19586576900,29382861593,38388138620","1639138716,2524741965,3455709730,5557403983,8536192647,10582365194","14480392202,24021040747,37914917682,62087143226,71622944539,81433231232"
RESOURCE_STALLS,"2409275999,3335523824,4303659373,5892672008,8349496934,11223399748","24477077842,36118396951,61129223421,84120163088,135438812550,183269884230","6607003719,9338025317,11759022512,17446266803,26291969886,30301583786","62292639754,99143378147,174117957838,245103525559,326695711585,360430358003"
L2_RQSTS:ALL_DEMAND_DATA_RD,"235933843,324406194,365608157,377553841,398545082,413411259","1494735493,3140636873,3724254665,3799368655,3967897197,4097868118","598341144,831047202,957045966,991083202,1044019415,1062478762","3832697864,8305937120,9845594150,10031600490,10424393590,10869730412"
L2_RQSTS:DEMAND_DATA_RD_HIT,"161919340,304392936,354483294,365388704,383725766,388659351","1197795266,3047088318,3648389292,3715719528,3869805740,3974813640","419600400,764360442,894805888,923397158,975845479,988167659","3000816187,7975510809,9537535520,9715475677,10089564940,10451434218"
L2_RQSTS:DEMAND_DATA_RD_MISS,"77059485,19787475,11193082,12400923,14986922,23986791","297876642,91520463,75447813,83914788,98787823,122639570","182217575,70779639,62604289,66705329,68779004,75635911","830632329,330375362,307713484,319418095,333731428,414007811"
L2_RQSTS:ALL_RFO,"38149168,40131668,42092952,44659066,45833558,49703373","509368155,526727004,548094948,556440343,575351534,585695240","95657790,98161898,101082536,103116916,106744452,108397208","1314081962,1355368005,1392734781,1410102601,1444583929,1499493492"
L2_RQSTS:RFO_HIT,"34366816,36420725,38019206,38578844,39271228,38998038","464161110,487545814,515238843,516556620,528936449,531985322","85898022,90350621,92960697,93945984,95515189,95970125","1163643620,1256676268,1326550699,1334985300,1364974827,1366832851"
L2_RQSTS:RFO_MISS,"3769237,3714510,4106534,6072578,6569666,10707961","45284670,39724066,33309708,39848730,46776188,54926055","9790753,7742618,8122798,9209374,11216052,12607578","150273042,98529022,66142046,77781297,80502318,132905526"
L2_RQSTS:ALL_CODE_RD,"185787,391443,547021,752886,1107572,1324089","1443892,2956802,3728956,4816707,6928791,8774378","389617,829542,941582,1196012,1643774,1868604","3368746,7591038,8283428,9784201,12451406,13407109"
L2_RQSTS:CODE_RD_HIT,"2006,17235,38428,59744,113500,185720","4375,77920,162156,258000,494947,914021","2216,19097,36264,73993,155662,264585","7197,54429,163799,327019,764014,993994"
L2_RQSTS:CODE_RD_MISS,"176907,367377,525666,718009,1002717,1119765","1421464,2793215,3695802,4584793,6491909,7908787","383580,842742,907877,1141247,1496723,1609418","3344220,6637922,8073286,9513640,11797869,12356537"
L2_RQSTS:ALL_PF,"676628593,824891502,803036563,809690878,824383597,853482889","8590424175,10207632056,10288317033,10260291915,10247330492,10692930457","1734711054,2133860029,2215759566,2216805293,2274939171,2382650471","22760653567,27003857871,27566847461,27353330008,27482075328,29229841913"
L2_RQSTS:PF_HIT,"462934531,606571746,616764430,608054389,602375245,599322109","6316204068,8034603212,8285191320,8240649347,8213618433,8551086320","1173657044,1445701484,1472568124,1436498499,1418803659,1480617572","16423477698,20672686656,21356719738,21150635688,21163680113,22483320864"
L2_RQSTS:PF_MISS,"212056905,217685729,186470798,202655651,221764346,254387144","2273130132,2172157106,1998155868,2017751268,2035171254,2146601948","561701923,692607120,745882089,780196180,857207799,899847320","6338258774,6347197991,6214765846,6204112178,6319116533,6574436550"
L2_RQSTS:ALL_DEMAND_REFERENCES,"277708476,364911192,409081471,423279802,446388595,462837965","2006412666,3666306905,4275554416,4359655953,4551947980,4685823196","698689147,934713485,1060606968,1094030570,1152292027,1175974167","5148095877,9640259540,11253113642,11457317293,11884400654,12214605378"
L2_RQSTS:ALL_DEMAND_MISS,"80451040,23836044,15794843,19363590,22646103,35669389","345093896,134196097,112192567,128041394,152031236,184892080","194112496,79285120,71599740,77117476,81532904,90594321","984903056,433723343,383641950,407303486,426411127,483568547"
L2_RQSTS:REFERENCES,"952818046,1190097867,1211972861,1235543014,1270506931,1323549546","10597112012,13883510763,14590536777,14611385259,14799154470,15382363332","2434053528,3068202194,3279392698,3310654400,3429627428,3560043702","27907209942,36719887419,38832636428,38811056793,39366881590,41279720236"
L2_RQSTS:MISS,"292951538,242387308,202065413,221940331,244267747,290431025","2620283446,2306979326,2125584569,2146079134,2187225000,2331752715","755754950,771647970,812902466,857560620,938232948,989926715","7323893831,6794248586,6602807395,6615049634,6745234846,7060685130"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"95678318,34736177,19663130,20038745,22520466,33111088","369461961,143247510,106794978,117919076,131681475,162349548","236596754,128083715,116502674,121630331,120794940,127056670","1055869372,555956431,516122888,535368839,528655955,577043240"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"5029929,5159908,4885673,7252375,6991332,11655362","54953536,48763131,35140841,39947094,43873268,52492525","12787630,12591834,11669272,12511940,13875470,15315621","179758164,130629916,85753796,85262127,80505470,96229579"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"173307,399756,520750,701202,1001688,1137672","1433570,3113306,3631216,4654147,6492822,7821337","389296,818728,932971,1116266,1472776,1610532","3408420,6939934,7506608,9299396,11692232,12149780"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"139620324,155291406,135545267,147050770,160329170,177324536","1762590348,1696474193,1572379420,1512562521,1459375150,1492193633","377795962,492428470,541094844,570436139,627408080,659378462","4855946637,4929964583,4818951729,4709873029,4690370726,4828396006"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"26832557,25009830,19788851,24865704,27517548,40596143","122044445,140089962,147341494,175703727,204443125,224309393","67180045,74625450,71505546,73634225,89847007,105247147","361816533,430350260,422127315,432423175,482030517,507897610"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"24243078,22076181,20928711,22337620,24619310,25272295","304177406,268251111,253578107,286429943,328227944,378832524","62300714,62530092,68778935,75050865,81497122,78586187","870931333,734179667,747791032,826778519,929053233,1010807506"
Runtime,"1.18962,0.471896,0.285817,0.261859,0.294349,0.328539","13.3098,4.88883,2.70621,2.40199,2.47226,2.7052","3.15477,1.19849,0.726854,0.706632,0.75598,0.778153","35.0025,12.7926,7.51074,6.72605,6.3405,6.02769"
