,20kx1k,20kx4k,50kx1k,50kx4k
L2_RQSTS:ALL_PF,"668955100,855611465,826657078,816575053,863629058,841302422","8962981275,11216904829,10861905304,10869730967,11174763797,11241700843","1716466860,2225261954,2213712337,2250923054,2293771516,2352268742","23696812681,29791575705,28965671412,28886016868,29384418997,29875935482"
L2_RQSTS:PF_HIT,"461287286,655083552,634917234,611516382,613938389,577286238","6337357390,8838383328,8620918916,8615221125,8803231644,8791597579","1156634057,1568366102,1510352927,1474821042,1453096900,1489801726","16891060658,22840552598,22287284879,22119699122,22526431655,22729979750"
L2_RQSTS:PF_MISS,"207856268,200477919,191873314,205789069,249811801,264273592","2619095954,2377874332,2242950437,2255110411,2369797100,2453034798","560031581,656800177,703696566,774501679,840729173,861123474","6797110197,6957657800,6676603287,6761923058,6873387232,7117297174"
L2_RQSTS:ALL_DEMAND_REFERENCES,"233500202,277916441,295149048,319795508,365320891,383299066","1659409207,2763508651,2846777116,2991438965,3243097890,3450601297","588504026,723033064,789201417,847009651,942004935,978920854","4292863578,7314384800,7596442364,7906798636,8490992079,9015560400"
L2_RQSTS:ALL_DEMAND_MISS,"71774514,21784528,15822158,17940103,31683943,32020380","337374846,135494900,116408698,144553428,206458352,240099405","184667580,82673663,86445481,76432041,100755624,85142517","907759431,537077727,449601781,447154706,559068807,606894833"
L2_RQSTS:REFERENCES,"902733554,1133470273,1122137125,1135086323,1228955073,1208082491","10620204399,13979596349,13710906107,13862349332,14440421396,14695626688","2307860927,2947960169,3001280887,3096727623,3235233905,3329311171","27992546954,37111110996,36570439349,36788136152,37924066470,38880452172"
L2_RQSTS:MISS,"279685899,222249120,207593563,223881006,281401390,282296872","2963798737,2513398116,2359004652,2400692613,2587277684,2692322398","745286311,739378417,789396331,850854590,941502425,946441550","7701613682,7495515170,7127362317,7210089468,7447971969,7727040565"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"82284549,25817880,15275417,18334052,24429741,30403135","327510862,128738678,102904232,126954002,152971174,199727074","212307677,115176055,113356143,106455322,118665430,116514434","898758193,590886301,527179899,538243176,585927675,655322601"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"5067768,4888492,6991838,6301872,15126576,9249240","77304108,54326494,41005063,47933859,87047967,82392844","14439183,11407453,16288243,18893536,24379198,15853685","196199137,150046390,94167499,119434828,146132039,158568780"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"167920,341085,533726,776501,1090551,1247747","1546123,2286523,3326048,4906967,7182100,8873705","363131,679119,884506,1268242,1550652,1789562","3598901,5391805,6317487,8855147,11507098,14141113"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"143900248,153365346,148670359,150696009,166859990,171992565","2028982251,1893881329,1820973131,1705969878,1664385302,1647218620","384494738,488100176,516087532,562400436,590354501,617021695","5242951461,5445791793,5302661102,5195418393,5042419365,5112570565"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"22687448,16802646,14935936,20608236,45742436,37269211","135236492,131981623,107443412,183808233,324873694,358773820","61755808,60693648,76722508,86405892,117575667,111113111","392950595,441802616,409501628,491940291,684349106,730698982"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"25231060,20971840,20116222,25424796,27228603,30015731","389582853,299878500,280695543,324036235,342783562,388542516","71497176,63066343,65341551,73670300,86095822,81689022","965094099,853249159,785839599,878426466,966087023,1042335210"
Runtime,"1.15695,0.384952,0.220879,0.266684,0.278298,0.323945","14.3293,4.82637,2.77332,2.86817,2.73959,2.6576","3.06983,1.05747,0.637885,0.752663,0.660231,0.814908","37.3571,12.9088,7.50297,7.89503,7.05443,6.7369"
