,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_L1D:READ:MISS,"623934571,431030645,508671820,539802891,696803066,909528305","7164334524,5126722139,5433805122,5544167393,7298740492,10536367718","1576142815,1085994944,1277132863,1358120283,1731853298,2342692697","18674339661,13363939143,14159466270,14452399277,18977044615,27469746430"
perf::PERF_COUNT_HW_CACHE_L1D:WRITE:ACCESS,"197835801,107307235,134417549,142526157,176458178,227788934","2238383886,1158884509,1265502537,1290219563,1665609176,2368072730","496230816,265725908,331355251,349048015,429592784,548702142","5796396449,2977574493,3247403949,3301978979,4251868295,6041407489"
perf::PERF_COUNT_HW_CACHE_L1I:READ:MISS,"168108,265057,377800,508240,896193,1523537","1563273,1613313,2289525,2948494,5703439,10228339","414420,531508,628287,815602,1232593,2047255","3733535,3604981,4339958,5321123,9190292,14714987"
perf::PERF_COUNT_HW_CACHE_LL:READ:ACCESS,"80165764,12046848,10480438,10927579,18461127,32276351","331182563,67895080,64189356,68284729,109816443,191119355","209805261,52182508,84167009,97587391,106492921,136339518","941772464,279231337,397454527,443306957,478079939,649836556"
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"4216940,2480114,2002769,1996967,3482819,7170179","51705237,26565336,25332993,26931298,40008456,72074176","19095180,10159305,7510002,7836054,12129448,25505017","157843254,82578792,74130480,80934960,119479884,193199475"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"4720976,3032564,6077459,7377228,12379717,17735840","63439573,28324635,31080122,36094034,67866001,114286874","14921526,6469105,11053136,14198901,20430890,29184699","214815299,68708916,59106302,74359406,121794564,208294477"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"174382,1551361,2197734,2307521,2605036,4316388","983763,6536483,10495826,10365566,16049232,26027169","416982,2633684,3873265,3531075,4036136,5961986","1746244,10838128,17428781,17067610,23431610,35887526"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2097516814,1316454404,1449684592,1526551381,2014220201,2845505087","28360754334,17463102536,18017276760,18303455844,24313518211,35865725096","5294705273,3319215851,3651147988,3844278093,5068380295,7135866101","73926124948,45504780135,46923589830,47655481261,64061291224,93229688795"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"116,6413,11788,16933,74935,173441","927,3663,6692,38817,338308,794779","183,8403,27228,44251,192561,340046","35244,24958,29543,264691,989219,2154759"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"197835803,107301428,134415088,142538121,176476377,227832174","2238383887,1159274459,1265614968,1290467330,1665520090,2368382124","496230815,265710030,331348269,349027219,429573463,548755413","5796396449,2978772886,3246321016,3301459579,4251396774,6042881091"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"68,1432,468,568,1622,2285","453,546,398,835,3305,11480","40,184,522,424,4222,3838","3373,1006,613,2463,16114,34310"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2433507564,1950414930,2854315164,3537506237,7376503851,15502534944","25278579439,24187918675,42227012519,68358737624,125143999477,242962459889","7565021534,5637326716,9423896278,14369873004,21768813995,40598878309","72531171856,66077003960,111110773997,193458795021,351818230675,479538094670"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1279117478,615810589,973781863,1426394975,3495357716,10268059246","10365568087,5360298607,9326161723,19293248023,44895823120,102777884600","4220896091,2134066893,3694769718,6095978858,10606269087,25762865655","30849443484,15898257183,27473353844,56356903484,120955741009,180789913407"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"452779299,373231109,490306087,605300734,1322228071,3429273820","6406870933,3895505905,6691733207,14004660854,23116478405,46882569982","2028460817,1183899553,1693286022,2880469795,4760629345,11198861995","19399598844,10999311182,18199383898,39812111283,70388561448,90473270007"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1560598549,1024397813,1785590720,2315503583,5112177692,13291993225","17013721721,12559710754,29807717517,55531342798,107881277295,216982952500","5267814723,3212838477,6544814017,11213768003,17227719695,34752982410","48433175232,35230825683,81783894750,158092614802,305360209854,411756911110"
CYCLE_ACTIVITY:STALLS_L2_MISS,"914544763,504217590,844465351,1233549412,3335025303,9847319170","8167757160,4432212845,8352036717,18201441685,42871505551,99484562385","3202327871,1721625751,3081084403,5341247651,9310150229,24374762399","23866616090,13051674090,24316965264,51512846876,113587056566,172779937409"
CYCLE_ACTIVITY:STALLS_L3_MISS,"405358767,342343713,467206897,557650160,1097363110,3337700923","5865692562,3589053885,6415161783,13588788419,22719398783,45816741427","1809865571,1072217045,1598206089,2787567357,4358728353,11023758515","17476855476,10092588388,17470918274,38390436140,66546614233,96818224712"
RESOURCE_STALLS,"2173501189,1579912719,2453580077,2781720442,5161256365,11772557059","24524159960,18899338432,40783002945,67379098989,120097917181,231898552618","6862781522,4546904049,8442045470,13399999227,18508390743,34034355875","71035139529,51360758106,111883828402,188890842089,336100490476,547621174694"
L2_RQSTS:ALL_DEMAND_DATA_RD,"193063798,127066678,164657726,180439658,243030162,321038352","1072102338,1125417648,1278463990,1342700063,1825523287,2673345644","483923532,331083304,453058519,502151194,651548332,857604467","2834683234,2987655436,3500529809,3697610869,4910298608,7124276348"
L2_RQSTS:DEMAND_DATA_RD_HIT,"121537862,119480726,159169261,173819722,229905205,295661547","773765603,1078239693,1234783866,1293029611,1739315942,2517734213","311946342,298462695,400562741,440261694,582692467,764646282","2036523146,2813302757,3245835761,3401750733,4579463441,6629489571"
L2_RQSTS:DEMAND_DATA_RD_MISS,"71499234,7825397,5572531,6651441,12976749,25315235","298455432,47142780,44417515,49257652,86755798,156227614","172242185,32636317,52688033,61773262,68588614,93043638","797392730,175252506,253388905,297171780,332396695,494781453"
L2_RQSTS:ALL_RFO,"43639333,23547265,28202669,30673427,44063386,61409543","598884248,309361301,333429914,343303433,481910602,723238690","109447505,57067214,66141446,72350470,99915269,142201961","1545246151,795021765,844344806,871543775,1196489747,1794522483"
L2_RQSTS:RFO_HIT,"39995768,21519772,24409142,25835343,34531292,46306459","545648852,287838139,311096597,315473824,424232316,620116398","97947942,53182950,59131891,62197733,83414849,116545826","1367413734,743924089,802466307,814180223,1091677697,1593884758"
L2_RQSTS:RFO_MISS,"3653240,2022281,3789248,4874366,9627708,15102923","53233224,21521668,22343108,27836989,28824631255,102916308","11498864,3875780,7049941,10140545,16584798,25652782","177717042,51156788,41744053,57816560,103199627,195585167"
L2_RQSTS:ALL_CODE_RD,"179066,258993,365202,499732,851115,1436523","1539308,1585006,2207287,2894411,5369431,9915774","407703,535703,609663,792435,1199656,1966222","3944882,3496578,3841618,5225179,8436916,16185568"
L2_RQSTS:CODE_RD_HIT,"307,19103,30603,37002,74672,203084","2362,77078,132728,154178,363600,969261","971,8963,12291,24555,71776,212845","3757,32691,54706,122252,444690,1741654"
L2_RQSTS:CODE_RD_MISS,"171340,241204,330817,455775,779624,1249654","1542881,1469882,2051954,2721468,4974019,8940775","398965,521285,599872,765090,1112920,1750951","3895594,3471542,3791411,5212024,7967295,14919516"
L2_RQSTS:ALL_PF,"660525099,447131832,483209275,504061528,654286836,879344306","8926528709,5629542277,5666221488,5709692242,7455549477,11231048528","1720174598,1166687258,1328703357,1384135354,1750193330,2383551912","23286558718,14950610906,15273194738,15351705468,19928712147,30017845276"
L2_RQSTS:PF_HIT,"456867826,337281114,367047498,377380704,466091644,605481770","6435704902,4417517143,4472805253,4510131655,5827845623,8747266742","1163363029,803694983,849598121,858853167,1068133098,1498833921","16294461605,11374460476,11422164945,11460074335,14924974984,22860300393"
L2_RQSTS:PF_MISS,"203687140,109766716,116105773,126956158,189145983,273541583","2490268932,1211655191,1192950899,1199550958,1627763058,2483305441","556551675,362754912,479027709,525847771,683103653,883890082","6986513239,3567890096,3836601974,3883205352,4997257132,7154556081"
L2_RQSTS:ALL_DEMAND_REFERENCES,"233808351,151566360,193332951,211416805,288500772,382829406","1672630937,1436535334,1613795597,1688234260,2311924013,3405788762","593704518,391421113,519889214,575698112,752658575,1000105725","4382063677,3813346414,4343542737,4575862097,6113486907,8937663979"
L2_RQSTS:ALL_DEMAND_MISS,"73931005,10043610,9688415,12008531,23441972,41636163","353324243,69915547,68874433,79749388,149180222,266337186","184435410,37622301,59940570,71683996,86770077,119863704","975963420,229390388,295218157,361824029,439880869,710762201"
L2_RQSTS:REFERENCES,"898450494,598706422,677167050,715770754,943805937,1261476809","10604510760,7065732673,7279416254,7397953113,9765651374,14641703062","2315248859,1557863361,1849639992,1960381900,2503866384,3386115652","27692959675,18768396602,19618848963,19937917991,26020837635,38946075243"
L2_RQSTS:MISS,"279182759,119821870,126213333,138290697,212534032,314988279","2847137714,1282697661,1261956971,1279341911,1775207843,2753452277","742141078,400560265,539596466,597789333,769675206,1003341944","7985510311,3805473869,4149249706,4255166667,5433717184,7866080644"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"78676846,12519925,10562244,11013063,18400994,32073636","331266414,68147796,64567823,68190805,110665487,190535642","209642098,55290481,85053932,96535745,106765712,137855720","920814434,268313016,388748851,442056140,466640838,685788242"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"4711623,3043636,6086093,7265508,12408993,17860515","63411584,28100248,31053474,35941904,69002292,114493945","14922904,6522184,11065904,14168731,20304544,29241473","213942457,67324780,59152642,75523062,117844101,218062069"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"168001,237475,325813,460431,785665,1218122","1549962,1434491,2063979,2687368,4960267,8868929","389874,522038,597840,742618,1107668,1732100","3842627,3817379,4399809,5050959,7915453,14318929"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"146514022,80185454,83608355,90320494,128913802,183401350","1973711991,959912968,923572802,901935776,1128081517,1607250330","386187709,269747173,341947252,368571275,480152927,609054487","5363538800,2822824607,2955262855,2889099286,3634665044,5064028475"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"22299628,12278311,12638160,14499891,32208392,52106222","121138778,75637035,83742352,92274427,220042490,424087113","61765908,36215359,56424344,66350357,95481843,141910030","402309372,214268719,281817658,330460522,510362639,838135691"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"25161321,11418425,12218079,13971937,18666799,26913668","353781802,153232977,155407677,174445245,242113257,404313805","68911573,33798215,44108462,50709590,64610768,80110106","1061452601,420632270,458831372,508296531,693283440,1075257313"
Runtime,"1.13374,0.469268,0.26165,0.228853,0.259019,0.286769","13.669,5.51357,3.16377,2.90946,2.84537,2.9175","3.07869,1.20715,0.734395,0.693659,0.66699,0.706083","37.7363,14.4277,8.12793,7.78673,7.23857,6.73633"
