,20kx1k,20kx4k,50kx1k,50kx4k
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1704846272,1493621901,2863913814,2465010616,5041152366,13339162401","18837860905,21718716344,51876315813,54764887458,68845768241,208748566394","5355280071,5031145063,9471068140,8426322858,9978562899,40617362483","47827706873,61767752600,147399216423,155695556236,184509120546,572717631639"
CYCLE_ACTIVITY:STALLS_L2_MISS,"999708742,663183899,1093479344,1324714387,2735307379,10103805054","9131365416,7551203078,14650286185,20003064150,28337230054,102574718405","3247142892,2753695070,4015790517,4118392383,5393189944,29667266384","24104708543,23424626563,42747710772,52120028473,68506930663,267809288341"
CYCLE_ACTIVITY:STALLS_L3_MISS,"441998556,334014839,599081221,922483239,1694201979,3828140697","6467638307,5793753142,12240206892,16589536740,19887592518,49355757996","1856614094,1423581669,2427685876,2709815321,3508098162,14637491187","17424102410,16132770244,35131648285,41904747600,46171023285,146156354455"
RESOURCE_STALLS,"2332405993,2361301759,3643002251,3230483978,6021853449,11586232337","26419928965,34006168223,66378257767,68534695279,83805631808,223228812755","7016772971,7347226166,11691186198,10145928437,11404862426,39919284967","69370149446,93586124795,186329675093,182758560456,217605578312,618789709318"
L2_RQSTS:ALL_DEMAND_DATA_RD,"188537848,233865614,249982366,160313542,194540328,328571253","1101514022,2160432621,2243532141,1413138613,1674520945,2700783352","482557775,616091950,666998948,427391807,494581648,866191624","2726891905,5776761356,5949613794,3746731334,4332473486,7249214938"
L2_RQSTS:DEMAND_DATA_RD_HIT,"123594310,215130789,239006270,151835514,182286836,302354332","830646245,2066249846,2161347746,1351497616,1593067621,2557848322","321254322,538959058,594236090,382965224,455966266,784264396","1995414831,5362996840,5580314914,3511307656,4121527099,6790585387"
L2_RQSTS:DEMAND_DATA_RD_MISS,"64883022,18761209,10981237,8495681,12317182,26194408","271040564,94190221,82412247,61595700,82009284,142927199","161277840,77250606,72982816,44299400,38577557,81786371","731399559,413715655,369361255,234220583,222291862,460001113"
L2_RQSTS:ALL_RFO,"43535891,45971672,50422873,31878838,35658643,57808909","593212622,619945000,641800645,395562928,449070564,682634509","108693479,114066193,118444359,73408189,80369613,138698762","1547184267,1601961504,1636584177,994859593,1115288648,1749551069"
L2_RQSTS:RFO_HIT,"39446935,42804902,44242465,26675927,29208802,46193751","522411916,579653815,607452068,363855085,408925928,621960404","94553762,105988242,108816747,65419780,72666710,116936499","1389598956,1491221146,1566490439,939951374,1056052430,1608013499"
L2_RQSTS:RFO_MISS,"4102208,3161581,6194918,5208238,6511395,11607711","70794334,40313042,34411202,31684094,40076295,60677062","14150936,8096669,9630650,7966526,7635023,21757174","157580135,110680315,70046291,55810705,59294244,141089316"
L2_RQSTS:ALL_CODE_RD,"171039,352031,562612,1889542,3283873,1456578","1482103,2238724,3392025,8769850,14823635,9887129","384130,688319,902089,2195551,3718594,2043477","3680632,4964653,6156570,11348420,18681205,16817618"
L2_RQSTS:CODE_RD_HIT,"348,12177,29897,1251016,2341485,213815","2445,51102,127308,5530986,9523701,923649","373,7079,21242,851788,2034045,256811","6324,29408,91883,3842205,8609657,1907114"
L2_RQSTS:CODE_RD_MISS,"170948,331983,533121,640268,940731,1232503","1474423,2165316,3256176,3283175,5275799,9055535","386017,677081,880916,1367340,1679146,1756641","3719565,4812881,5993966,7506105,10054842,14666771"
L2_RQSTS:ALL_PF,"673277981,855046987,827047435,494574579,535261390,847709664","8977130470,11175852359,10858888340,6449485933,7089408861,11024101193","1727516905,2220092371,2186769353,1295285476,1401363742,2370887414","23619263405,29567667014,28869238877,17091382540,18770806458,29734266702"
L2_RQSTS:PF_HIT,"461524706,654724860,630737856,366254987,380807523,583425362","6356653378,8793408080,8597153165,5090636612,5563959943,8672037631","1136359233,1564929824,1500205048,854846128,895564311,1478345188","16891286631,22696137159,22232612867,13096399705,14425825843,22653494438"
L2_RQSTS:PF_MISS,"211643999,200320144,196551220,128250860,155150737,264913544","2613203951,2382791116,2260505687,1358493971,1524372939,2351951954","590946875,655640052,686751249,440382326,505272525,891631130","6736512149,6872341016,6637218522,3995365383,4343280704,7084199379"
L2_RQSTS:ALL_DEMAND_REFERENCES,"232264441,280213876,300958258,194226685,233987795,388012541","1696769867,2782620805,2888987550,1817005098,2138236543,3394074249","591656908,730940731,786386501,503490236,578532081,1006847939","4277549979,7383303266,7592733463,4750779751,5477677747,9017243100"
L2_RQSTS:ALL_DEMAND_MISS,"69110417,22250173,17757967,14338267,19758271,39112680","343173630,136749347,119998698,96495313,127463401,212615631","176059768,86039629,83230198,54127282,48110660,105066746","895788393,529315088,445736342,298297794,292085274,615726017"
L2_RQSTS:REFERENCES,"905500047,1135378603,1127525535,688477138,770520314,1236375802","10667560987,13958609522,13745746167,8266481545,9226183059,14416983020","2318994839,2951323990,2973790883,1797892399,1978795556,3376377219","27882724174,36952116810,36464597329,21848908092,24251478079,38752628916"
L2_RQSTS:MISS,"280765392,222603046,213974609,142474692,175224211,303911075","2957421131,2519499416,2380705570,1454891205,1651653870,2564832339","766805598,741731050,770055203,494650765,553121813,996801032","7615709216,7402938437,7083760666,4297167381,4635140939,7702599475"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"80942764,26748552,16460675,13253700,17011987,36004548","332068082,132145166,106609651,84527260,104149097,183918645","206543105,120475132,115430419,69164717,63555659,131133796","905675201,608343778,541283861,337812353,323619326,668343701"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"5371387,4909605,8637102,6765262,7171601,13103820","85056208,52359934,45739259,38592772,43716989,81409319","17859352,11817370,11775307,10450805,8887761,25942765","190579824,140264234,79432636,67097211,57286249,158316834"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"169636,338204,535592,636416,928555,1242886","1523210,2215259,3272159,3238849,5162401,9018902","385127,675607,870226,1343938,1670910,1740320","3760700,4963007,5925066,7381518,9969406,14361760"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"146094133,152196773,148723557,87830880,106062804,177582439","1992814257,1890220800,1812429098,993523313,1070970026,1614230445","399478608,483063802,509321405,319353455,373583826,622264135","5163024949,5342353820,5265124656,3030477036,3263858498,5042251796"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"22723680,17236998,19335695,18750415,27115226,46917126","143080242,140659175,130006087,137465633,200613455,354954422","63647900,62522302,65339434,51827717,56292062,134724364","377991359,469921206,393994549,318217698,348287460,724609213"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"25402002,21091897,20018214,14982770,16619159,28048492","399316405,300871520,280909114,195779194,223429106,400183208","78177870,63053559,64774553,42204123,49747209,77947995","974575349,831046991,785609631,520663860,616238645,1078353253"
Runtime,"1.16457,0.38042,0.220604,0.341625,0.481299,0.325483","14.2137,4.78638,2.77365,3.25222,3.20793,2.94194","3.19651,1.04818,0.633085,0.816032,0.920519,0.846952","37.0768,12.772,7.50023,7.58849,7.44819,7.96005"
