,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_L1D:READ:MISS,"715932437,765043882,910683190,915408246,934160560,966012750","6866562835,7798912552,10108647387,10061094827,9994709387,9939297381","1812191446,1922509307,2285375973,2294040490,2338592211,2415233365","17963719841,20291226590,26277899734,26172152376,25834965339,25810941806"
perf::PERF_COUNT_HW_CACHE_L1D:WRITE:ACCESS,"171125382,174429718,180951859,185510266,193162947,199541614","1414342215,1430571791,1458325358,1472893231,1510773338,1538064210","428210816,433442775,445848245,453811662,467674076,476836893","3651073303,3679961557,3734845352,3758390026,3829741343,3882113752"
perf::PERF_COUNT_HW_CACHE_L1I:READ:MISS,"164581,351751,335598,377421,510374,599105","1116480,2126345,2217232,2636804,3147894,3413047","360353,688930,657361,779982,980430,1093929","2889967,4638858,5172536,5615247,6180399,6388718"
perf::PERF_COUNT_HW_CACHE_LL:READ:ACCESS,"148476353,90483554,34078336,33431890,36511348,39390398","584097785,439761280,246911535,291906217,191469847,195274221","301097849,307753541,166284802,167107277,175562694,169547237","1227931367,1393554169,975760085,1091085658,823040063,800087212"
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"3403726,9391279,7893598,9126589,10537548,11983045","34035801,100824751,90007830,102062411,99454366,100757564","26875972,30224640,25270566,28623795,33006353,35797024","157325720,282726317,254281391,285586273,282155132,288182902"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"4490928,5672182,4247095,5404693,7012645,7946172","45406773,100202650,75441877,80807022,44613486,45264605","11703107,15237283,10817061,12717224,16060833,17403907","121592393,253980186,186958879,199217126,103672475,97662226"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"118775,1844714,2833537,3261170,3725258,4218425","616063,8898076,15920729,19646215,26266086,28173758","619882,3327083,5365905,5968762,6949113,7758387","2689247,15698127,29056806,37561781,50549690,51877053"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2069519410,2249646207,2581230392,2614605911,2771271727,2913631899","25536094180,27358590270,32108295974,32245469518,32921429822,33398169682","5223565782,5672205301,6500602673,6580734619,6956962695,7313853574","66582185657,71315718748,83670368004,83992775655,85680850726,86935984730"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"383,2028,9586,87811,108156,109768","2102,31034,54086,262241,531645,733593","41024,2532,134948,171650,223600,218802","35603,495087,971934,1670226,2923465,2468950"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"171125526,174430445,180943945,185510127,193178710,199486531","1414342359,1430570826,1458257282,1472877886,1510777048,1539304756","428210780,433440972,445858066,453807687,467668318,476884001","3651073267,3679959524,3735476433,3758970029,3829648333,3883821008"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"325,839,581,765,1313,1881","516,5436,1047,2207,3265,6176","330,425,908,1508,1896,6105","4042,7371,13529,39580,83205,37502"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2911461100,5808556556,6234048164,6845816803,10027778649,11623641065","19993740254,46688454478,55749193701,66563826204,96829379147,132628663031","8332120538,16053208223,17818907071,19556358871,30037275435,28865867254","57742496853,125726930542,155282714849,191046583345,270466126411,316484426067"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1912511440,3896356388,2973587487,3452148072,5784467995,8210562582","10263001107,24455348539,21869955712,27864763974,45018481823,74052947604","5551995691,12278817784,10471330670,11561535033,19162353366,19386567857","30187421806,72873115272,69571843180,85282647792,131406218582,171226138698"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"355472199,2378998298,1676809853,1954033617,3397517321,3930956746","3852342196,16843790798,14194678942,18094711614,32810352442,44949974590","2264922935,8148909598,5330799374,6036988128,11072323672,10729028895","16115427349,51842956308,41747319708,52541433403,93717421873,111912371447"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1829822520,4544157188,4567077910,5211465114,8159476459,10242657058","12604179160,34821497707,38427570535,48421021347,79997031248,115616181194","5581268537,12690651173,13761757577,15068878443,25170202606,23810387760","38049426377,94620489798,110655338573,142224985187,228960526599,280308921134"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1286369626,3206541550,2569693450,3080690505,5480535122,7577964119","7381821716,20741042490,18917434723,24302759364,42028970839,69910149078","4049860170,10248031520,8955819359,9987976099,17142939318,17358383242","23654225356,61826718592,60328468370,73568906909,122443950201,168407547664"
CYCLE_ACTIVITY:STALLS_L3_MISS,"316364483,2032798401,1490874804,1816166147,3342638761,3660287753","3434506029,14709988622,13062531566,16873650840,31519375059,43429008839","1954259845,6970105792,4789995426,5481230501,9878273224,9966607508","14481971636,46042486695,38477061642,48360984688,90347137041,113824952688"
RESOURCE_STALLS,"2501235902,5486131792,5669280936,6331045834,10167332949,10188531646","18930148117,46832661308,51839339474,64385403511,109003663101,149996377577","7357109178,15039142914,16514760179,17685599204,27981062776,26236197610","55194722431,123930461866,143965426697,184191081805,307262939779,381094997904"
L2_RQSTS:ALL_DEMAND_DATA_RD,"297737311,277035979,272764245,281239466,301912806,310879161","1383125216,1746779095,1941004156,2033873602,1955560133,1971719486","716963966,690426897,697648513,727703215,772803749,795701748","3441829658,4515605529,5139135676,5391535594,5119859235,5246704561"
L2_RQSTS:DEMAND_DATA_RD_HIT,"181382862,205444902,250943442,259776385,277902098,283712822","910416001,1382656938,1764738178,1828065944,1810265969,1821129444","492405666,456470776,590518887,619677392,658087817,682482325","2524329294,3384934255,4492254228,4638042710,4533424910,4667123310"
L2_RQSTS:DEMAND_DATA_RD_MISS,"116660225,71776756,21886113,21532873,24100459,27265619","472769759,362411326,176244284,205607449,145442269,153187889","223451010,231298551,106903564,108659430,114448470,112855566","911155664,1127295185,670880202,751644370,588671671,581554609"
L2_RQSTS:ALL_RFO,"27356930,25896619,28525747,30379973,33482251,34928733","321205364,304941222,328653569,338849548,369001221,379798002","67640842,61808819,68305036,71971423,77768237,80926766","825260069,774838911,828449835,853831820,923061134,946844539"
L2_RQSTS:RFO_HIT,"24262807,21549510,25399443,26159769,27710730,28263805","285696492,221890484,263466554,268227767,329734853,339860047","59409560,49986791,60711114,62573538,64937604,66714228","730546856,569850415,672940714,682032410,835018983,861468864"
L2_RQSTS:RFO_MISS,"3091717,4299344,3128565,4226337,5772863,6655475","35703722,82551584,65253943,70533042,39319546,39970011","8204643,11815159,7608848,9408076,12830984,14112519","95091515,205861275,154935659,171804715,88153694,85562362"
L2_RQSTS:ALL_CODE_RD,"158980,337921,318802,354898,492487,568266","1110897,2002617,2153142,2516872,2974936,3472517","346284,655699,629418,756777,923222,1032374","2823555,4489938,5013558,5523505,5988976,6557038"
L2_RQSTS:CODE_RD_HIT,"1389,9121,13388,19027,43177,60946","2502,32795,51069,79304,166180,239532","1711,9296,20425,44949,104863,162512","4169,32013,78327,163575,392787,599186"
L2_RQSTS:CODE_RD_MISS,"156815,327369,304352,336396,446039,507949","1112151,1974539,2095912,2433549,2835900,3234196","342490,651786,615640,700078,823679,865666","2840293,4392479,4936221,5401804,5584769,5950981"
L2_RQSTS:ALL_PF,"678429707,788313536,978805739,970614761,960991603,984861914","8030301933,9062621531,11718105286,11656412320,10683697315,10457405295","1827773087,2021925490,2497879655,2466557863,2460655826,2521302146","21570807771,23948367458,30575750498,30323340041,27728407886,27371667590"
L2_RQSTS:PF_HIT,"470970568,510345163,698021864,690003025,671314764,681502354","6246283030,6154312890,9327571074,9120189196,8886365876,8648554277","1208549015,1306398891,1670292971,1617514752,1573525473,1604080323","16379595656,16333269042,23690081280,22925823839,22338170664,21875481281"
L2_RQSTS:PF_MISS,"207214705,276349013,281086313,281048087,294231259,303533579","1784655245,2914405153,2389724552,2534063963,1797468107,1807332932","618832949,713280814,826347459,849304961,886952263,917308829","5209079039,7631019806,6911364938,7266053582,5384230258,5496454532"
L2_RQSTS:ALL_DEMAND_REFERENCES,"325583724,302191424,301754864,312127423,335188732,346112361","1705671803,2051581537,2268829206,2375463863,2330271783,2354694978","784666709,750741722,767152653,802261111,851436274,874723727","4269815816,5240567315,6008233816,6182257680,6057588369,6202510994"
L2_RQSTS:ALL_DEMAND_MISS,"120006822,76636796,25181764,26126890,29999125,34440268","509665623,445808440,242817419,278696702,187597202,196311384","232424462,248479615,115636921,118963314,128110442,128967436","1022758085,1319783991,829657052,928830604,682517149,672918239"
L2_RQSTS:REFERENCES,"1004017802,1088589862,1280769070,1282850078,1301582883,1330777519","9736498511,11108037386,13988861974,14028098350,13013492462,12814089941","2611924196,2771352942,3263330612,3270254350,3316911771,3395510504","25878593682,29184719881,36605815955,36361680655,33771902148,33588702358"
L2_RQSTS:MISS,"327308341,353197826,306296267,307025198,324279925,338011397","2294844997,3358030699,2632310029,2812362447,1984871676,2003553736","851443043,961360804,942303181,968731229,1016585196,1045921975","6243227936,8962002043,7732476609,8190976779,6059792562,6170142093"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"146083383,91043957,34126573,33467040,36118748,39574046","584208564,436043930,246482186,291455742,190853935,198445524","303958629,308185649,167431506,167929520,175216162,170743932","1234034712,1391229488,977380044,1092437218,825999185,806887524"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"4471651,5527509,4267977,5422792,7026183,7884672","45413431,100422002,76081425,80798616,44968696,45114783","11741389,15159608,10781131,12625041,16104834,17380288","120694682,255100542,184715538,190769208,102521528,98870980"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"153868,327939,302759,335436,441087,507684","1110296,1995083,2059987,2389449,2812750,3191676","346910,650318,613621,703643,819426,861258","2793032,4363691,4824928,5008457,5485657,5899601"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"119528654,181861926,211241634,209574042,215574945,222553956","1291184864,1762732148,1678953471,1688682104,1250595245,1253504144","385939080,451155250,603731949,618051367,639190317,663972900","3829508060,4611646507,4861475631,4966928142,3799669305,3963204418"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"36662748,34654737,31496997,33754634,39501756,42516492","161031109,242636544,236470870,249738129,231485925,242839788","86867285,68045719,82504107,90810124,103238087,116425248","412712467,569535876,602264322,615573370,607045745,614717059"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"20471208,39572065,24745774,24480468,25298769,24774882","211336703,809656257,387043121,492043775,244100876,259217270","61581739,111915038,77317942,77753976,81517991,75455863","637464879,2142242070,1087086486,1347221360,716160262,705589671"
Runtime,"1.2177,0.729626,0.363766,0.318807,0.326022,0.340112","11.4565,6.88414,3.0917,2.43718,2.25114,2.29281","3.33539,1.88052,0.931041,0.820954,0.82239,0.80484","31.2668,18.0482,8.19663,6.50269,5.8789,5.66653"
