,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_LL:READ:ACCESS,"148607540,66429898,15977147,12342231,16745700,30950712","611290141,251414531,82803974,69317721,85868025,164564383","296952227,202439548,189542435,96894041,84472989,152316709","1240010533,817648750,776779555,396452685,373401183,701857404"
perf::PERF_COUNT_HW_CACHE_LL:READ:MISS,"4032560,2588219,1808850,2903140,7034339,13262533","35497327,30345193,27322072,27234857,44712916,84672386","29966048,17892558,11029011,10193037,21922064,40501000","158387649,113312913,83938836,72849534,129402787,255411214"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:ACCESS,"5104293,5793620,8379515,6331007,5714408,9842142","61745497,46004168,43664233,35933850,33044910,59925136","12651726,14090733,18560615,11183872,13483356,23409406","119713955,105803947,74975926,58541275,74373939,138778768"
perf::PERF_COUNT_HW_CACHE_LL:WRITE:MISS,"129086,167303,160631,1832722,2778087,5324433","627962,1301625,2218487,12805202,17471830,33342416","678349,552736,421661,3349111,5059773,9521972","2573828,2972556,3093029,21296073,30596224,61068810"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:ACCESS,"2069517635,2246964240,2567310458,1502013620,1660702878,2855131405","25536093564,27347230455,32053120595,19063554035,21226999945,33197567604","5223564242,5666939284,6471987004,3766721779,4144043527,7188042221","66582185402,71291744367,83546755292,49592352977,55119489481,86471379794"
perf::PERF_COUNT_HW_CACHE_DTLB:READ:MISS,"16525,13956,47839,31892,59291,99423","6729,4545,11348,59860,299578,656951","40992,34751,122544,12851,142364,192050","55061,21930,19602,199688,838835,1457267"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:ACCESS,"171125526,174377595,180837775,106423761,115395389,199073701","1414342359,1430509865,1457573322,869143380,963291589,1537238919","428210780,433402051,445776650,257503028,275075832,476411251","3651073267,3678919537,3733556049,2199019770,2416753109,3889713051"
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"290,419,234,559,1287,1771","1594,604,638,811,5110,4860","285,407,1233,650,3448,6300","1524,3342,981,8360,16469,19566"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2925651446,2668899907,3836954363,3278003854,3810406623,16011549342","22468247062,19585564459,47520581290,34302034375,56381692786,123590167235","8509492157,7756347239,12556444113,9650412473,12266521225,31673234178","55948661618,54053964365,133301296515,102163667355,126541430687,371003619489"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1922905371,1377645379,1004412541,1280933973,1699941902,11570376481","11133035694,8008198096,8814907263,9547705455,19114881769,60855143866","5709029484,4545318442,5328689381,4449182561,6081584679,20197466309","29936973576,25443516065,31780416024,29570465108,39682967311,162711857418"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"367897815,256626033,327599324,684007523,1111640801,3394310528","4240657599,3411017846,5827396729,6891636175,13747983263,24702078471","2517623641,1553088848,1622053548,2131378113,3584418796,9810755823","15653572152,12011729418,16006184895,19248152572,26976755448,88995903969"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1846219434,1619947005,1874794428,2035602478,2491622562,13671231293","13954588418,12555014610,25587050526,21140540841,45579626639,99949397556","5745549101,5114976221,7344071971,6559582011,8827070399,25718207142","36898523511,36627095267,74412155606,67760558256,86449855434,321811014513"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1310570040,981718782,803201141,1095155786,1506283090,11138483280","8224102935,6125247713,7611302640,8557324153,20515385175,58640899341","4230064699,3385093948,4114752291,3702663201,5225986102,19112923938","21884913721,19764845229,25974961704,26320215051,35199982436,155054237858"
CYCLE_ACTIVITY:STALLS_L3_MISS,"333428063,230792077,308271820,593742635,1037766969,3219236724","3940074206,3086852079,5496422872,6608640452,14623634963,23773263985","2207467372,1231629685,1488128292,2002282749,3259240689,9569266542","12920246138,10708965892,15002298149,18675174462,25133169923,86238022650"
RESOURCE_STALLS,"2528511092,2334753985,2712114433,2496482981,3225739156,9125969030","20528739667,19175316980,36882346551,29443020028,59979190214,96371999685","7633257434,6935059071,9716728601,8029943110,10292655716,25869860575","52692951704,53761337744,104265659314,90136478347,108424041937,355005888154"
L2_RQSTS:ALL_DEMAND_DATA_RD,"303301722,247289429,308235445,188456826,223902472,385560551","1423420697,1191227722,2332190896,1430949199,1682397761,2794987829","717877737,636119840,867563168,520104962,591745216,1020325418","3416390697,3136951673,6382314271,3856404295,4438544136,7523724363"
L2_RQSTS:DEMAND_DATA_RD_HIT,"181456941,199712520,298873379,182176837,214120099,364985034","926305170,1009550149,2275062961,1387580963,1617488317,2679805754","489059781,495061346,748058438,458759768,541354120,931219883","2427104656,2566707770,5875397071,3600123796,4202681628,7082614159"
L2_RQSTS:DEMAND_DATA_RD_MISS,"121906803,47601766,9431276,6805072,11013613,20364465","497471506,181974268,57115053,45069485,63980432,118707317","234191207,140775634,119281845,59801441,51025852,89453739","1003023451,570615928,506289175,258697002,239007999,441141683"
L2_RQSTS:ALL_RFO,"27233021,28468839,33687922,20615985,22311387,37292420","317444133,325743347,355912093,225202843,249929732,392136115","67357069,70394267,77432243,46321769,53007363,87018218","827187250,842323637,884541291,541525484,621139467,976548006"
L2_RQSTS:RFO_HIT,"23604159,24676022,27653356,16131858,17406268,29242338","268609565,291075771,324592418,198288030,220426583,338211860","58032260,60812247,63291103,37831194,41992335,68119073","732689028,763301682,818153835,494668201,556850222,856270489"
L2_RQSTS:RFO_MISS,"3630960,3696679,6044512,4425858,4943321,8396377","49087965,34679761,31320096,26838823,29771300,54006030","9362376,9566102,14149038,8451807,10985862,18898975","94399240,79036420,66161361,46618127,63956395,121023317"
L2_RQSTS:ALL_CODE_RD,"154498,282698,376808,2021677,3489665,924266","1138488,1879436,2195656,8756714,15454112,5504475","341109,611084,736598,2247396,3642465,1512178","2838906,3924966,4592655,10583588,17003526,10657735"
L2_RQSTS:CODE_RD_HIT,"1666,7050,20353,1515778,2781546,163117","2901,29613,83279,6608903,12030295,618673","2169,6957,20164,880292,2069105,297982","4256,25067,76754,3712041,8892676,1757382"
L2_RQSTS:CODE_RD_MISS,"153501,276864,356417,507657,703512,773977","1139330,1858643,2115721,2159405,3413310,4909029","342750,598133,717482,1379550,1576056,1186642","2778128,3909041,4538442,6813504,8098065,8932766"
L2_RQSTS:ALL_PF,"671353857,844390339,897847085,514808083,549222570,900535244","8027688916,9270016355,10249628288,6049627377,6625598751,10515462310","1811628513,2188969822,2454285956,1408224168,1515192646,2615245999","21538249584,24639519380,27644753464,16302924019,17887417792,28579816202"
L2_RQSTS:PF_HIT,"464818925,599499680,721612806,400887907,412604861,664638183","5872952719,7297318001,8703715605,5100560403,5558451666,8685580317","1186424423,1460640380,1614020908,897932791,931880946,1566264429","16438513962,19227238882,22062278261,12975687899,14125726795,22141011288"
L2_RQSTS:PF_MISS,"206868517,244371351,175969693,112094931,137033369,235710200","2153316544,1964688185,1545643547,950484259,1040198681,1826743315","627927294,727895360,838945213,508112132,584587741,1047388932","5112814801,5387237107,5581254723,3320516347,3763206554,6424673140"
L2_RQSTS:ALL_DEMAND_REFERENCES,"330692699,274536287,342315030,211474678,249623618,422366641","1745526218,1497612110,2690433200,1658517981,1925597209,3197277164","786587790,704901695,945803100,568256834,647301709,1113748899","4249676917,3932682527,7271100909,4411445993,5079538087,8505807021"
L2_RQSTS:ALL_DEMAND_MISS,"125646532,51638653,15745770,11735335,16712689,29883352","548174572,216990492,90467530,74194104,87408636,177215490","237819445,148801911,134845032,70475138,63781495,110665673","1065699479,652990825,579029460,312461254,312110879,570809959"
L2_RQSTS:REFERENCES,"1002628618,1118985017,1239314801,725104817,798889804,1322004247","9769106907,10758423190,12941046708,7710666294,8526591807,13715127874","2607773679,2893517770,3399731781,1972851230,2162201382,3727822673","25815194693,28547822551,34916175648,20704334470,22965897487,37131423204"
L2_RQSTS:MISS,"332344749,295956447,191866069,123878222,153817448,265250800","2702121167,2181576290,1636093953,1024039232,1126624424,2004489847","869756470,878206979,974146748,577771908,648106326,1158214223","6200838937,6038846583,6158959646,3636867727,4074495032,7011237833"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"148874316,66499779,16024978,12920866,16760474,30263596","611906470,249910034,83159741,68187527,79381357,163525557","305895346,202649921,190737830,96731351,85941852,157780226","1277468939,814909679,778005441,397367947,371666989,705925604"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"5105815,5473940,8335986,6331720,5706293,9982249","61602003,45006366,43854226,35775802,23972155,59919531","12915948,14194971,18457018,11222908,13382516,23549043","119999541,102512202,75051213,59227032,73993878,138740093"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"152295,270249,354603,503116,703163,771101","1161953,1840433,2099672,2175274,3419708,4879059","342339,607015,714318,1374644,1565789,1189231","2807564,3912369,4475208,6749237,8051361,8639746"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"119751213,169612148,133247559,78953933,99536074,170104653","1510569912,1495971417,1237505700,701540061,762184866,1291775278","399378131,501563198,591688962,365510386,432711449,765030432","3743305277,4142559638,4309890700,2500899117,2824404480,4740593468"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"37152731,32692506,17860481,12557711,18444349,32510232","179404210,147154168,116117800,108283775,116846639,251594638","86143334,99281816,107867915,63675876,73508533,136096107","412756758,449991223,471556211,344829226,424318954,730146660"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"21365585,20672645,15314933,12285343,12584988,21969090","336345799,240548814,152678838,107152253,136487987,230563198","66606696,59770511,66500677,40334974,41173430,73406076","622425197,520089683,513857861,319084161,365968046,682257998"
Runtime,"1.2325,0.360277,0.191486,0.302634,0.426856,0.300396","11.9999,3.36224,1.88562,2.01941,2.64228,1.89902","3.34802,0.9647,0.546718,0.710157,0.849243,0.686144","31.1946,8.73851,5.08795,5.12185,5.21036,5.23427"
