,20kx1k,20kx4k,50kx1k,50kx4k
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2784155936,1535371166,2658464786,3645280772,5212648365,13274772381","20499770553,10733242742,27267997648,36049645798,61425663134,133457380734","7825004688,4111957337,8297107865,12114293485,15675936962,30416659339","55458013047,28933472649,74444398763,111279177574,203371543287,293839216280"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1768910273,782117708,925052776,1486985554,2380107362,9208991461","11430538336,4309088459,5894024430,9943252372,19887720911,61118721720","5189809978,2202488508,3772775009,6106396763,8013691739,18549490190","27493758043,12468516255,21809172297,34766983688,69208545295,107929455239"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"283334406,319833772,350541191,416269659,687773887,1919476697","4810256498,2490219062,3335507887,5572630696,8515804798,19223291044","2285091026,967727642,1218642438,1801041780,2343254264,6577139905","14365176507,6970572205,10603870191,16819580327,33392466872,45169271246"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1707876707,983687172,1536969104,2220603439,3416472476,11558502328","14539495105,7157795912,15704565976,25511814906,45101858701,109503194328","5198665551,2686267526,5245520723,8761495199,11188921464,24410095149","34015244352,19525727116,46954493729,77825931568,159807986880,224526908045"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1178114454,599348445,792918715,1277475104,3236647229,9263908117","7458915344,3450762661,5215535516,8954460531,18555910439,58895052432","3717237717,1669251480,3028931462,5224506886,6741985982,17186259179","20324811945,9896356686,17872016574,30077776466,62398924009,100607770445"
CYCLE_ACTIVITY:STALLS_L3_MISS,"253156916,290911098,328912298,382263633,657934898,2043499849","3389312803,2315064380,3170691744,5229903979,8184943885,18814338546","1843706187,861730934,1126637344,1782742071,2262529468,6412397349","12397413864,6343244909,9578369998,15825555504,32545668454,46457474343"
RESOURCE_STALLS,"2307787382,1381685125,2081103466,2680068963,3632677452,7662010579","17990965713,10619580698,21625229128,33590746435,51332185106,102236323632","6671641050,3682413108,6828624198,10624213405,12211919027,23401073471","51546789251,28067397934,65617949092,98495901686,186061102877,253336422250"
L2_RQSTS:ALL_DEMAND_DATA_RD,"320824700,127380726,185938733,231849589,310934138,378598650","1484932667,619315109,1292870813,1481262194,1992462872,2742892561","749112388,336923654,515254210,647543504,857320429,1022425473","3551780325,1703182175,3552154840,4117664025,5480507305,7442265838"
L2_RQSTS:DEMAND_DATA_RD_HIT,"177146528,111734272,182990291,224916127,298337891,358488218","924803290,553588451,1260033162,1441899997,1923494677,2623517577","484808003,279694238,458703255,566200962,762172608,908941517","2435068360,1443404393,3300992847,3761352390,5041799607,6898611187"
L2_RQSTS:DEMAND_DATA_RD_MISS,"144294586,15417042,5195203,6912029,11649462,20485573","560600696,65633287,32721877,39402410,68738698,119469915","263909250,57782418,56744391,81905893,99603227,114229639","1125559245,245688182,250306133,360647918,443669003,539067160"
L2_RQSTS:ALL_RFO,"27343780,14073126,19077909,23780055,33426772,45077661","318805056,163018468,186874869,207259858,295489977,434698885","67964094,34870675,41781094,48699118,68272052,94051940","834445308,419924196,458355757,494101051,694576463,1035692752"
L2_RQSTS:RFO_HIT,"24300157,12298372,14989558,17264456,22868366,30444628","274732311,148261914,167355490,176828721,237507690,340688017","59779182,30727433,34197301,37896906,50715809,68981414","760977302,383189638,418994753,439824151,588620133,853220731"
L2_RQSTS:RFO_MISS,"3006004,1779095,4087363,6520014,10447723,14498195","44039541,14793684,19455493,29975538,57901135,93767165","8200425,4128914,7625207,10802524,17641264,25124626","73427217,36260476,39097843,54720545,106048392,183202987"
L2_RQSTS:ALL_CODE_RD,"150742,242433,252444,307626,553525,908062","1081289,1346271,1443893,1843478,3300099,5419348","335594,487581,483250,556615,838834,1336274","2619266,3003441,3086526,3725327,5699393,8644616"
L2_RQSTS:CODE_RD_HIT,"1467,10614,20982,28155,49049,131232","2825,35646,89694,115194,236483,559359","1753,7378,12820,18515,59388,185452","5531,42974,36215,75589,309788,824758"
L2_RQSTS:CODE_RD_MISS,"151178,234195,231774,287732,497048,766590","1081491,1420772,1353586,1723622,3060264,4904209","332584,471587,463884,534925,774773,1150619","2656628,3205158,2955868,3646799,5245214,7722010"
L2_RQSTS:ALL_PF,"630745654,446675853,501901514,559584395,721074486,934279822","8117902808,4724780928,5322344092,5523810139,7275845521,10686323088","1775864594,1142432536,1420937884,1615141591,2064019154,2601896761","21454079729,12449399317,14588044743,15232958030,19903985706,28582625538"
L2_RQSTS:PF_HIT,"449710694,309054293,396886980,427986229,532715686,681002332","6101603550,3734307011,4491582901,4606345320,6004702050,8790566389","1187387622,742439817,889209779,943398371,1188276949,1572100709","16650543015,9605753855,11336907781,11523228191,15043170349,22160917441"
L2_RQSTS:PF_MISS,"180143139,138546966,104762037,128354335,187131391,253263903","2015518944,991298924,824640218,917045239,1270521423,1896083455","589930447,399012809,530423990,671720365,878668491,1032833909","4807774819,2841511963,3251450905,3702849506,4836149722,6426012634"
L2_RQSTS:ALL_DEMAND_REFERENCES,"347372991,141462775,206089239,253165597,344307582,425153669","1775905501,790533326,1471532279,1690995471,2292210860,3182805765","809415034,373802709,556719090,695294974,925493812,1115608716","4353325330,2071248756,4002807621,4626879055,6209753770,8512047907"
L2_RQSTS:ALL_DEMAND_MISS,"146863722,17508970,9578966,12226503,22582935,35293927","599550997,83827286,52874217,71084456,129556170,218470335","260586900,63539250,63578586,93210814,116066422,139830460","1120322282,251841425,285593766,418553171,547102180,759624194"
L2_RQSTS:REFERENCES,"978231454,589783024,708123636,808910171,1064080255,1358339950","9884748198,5513851757,6787535700,7207156478,9568315203,13866145540","2587815138,1515192515,1974366622,2310876881,2989352717,3719397661","25878081168,14554051721,18573955546,19844851857,26193597189,37069902328"
L2_RQSTS:MISS,"326924633,156180721,114590493,139887791,218245231,288722375","2611927979,1074970071,876905376,983294698,1401319472,2114594773","850590247,462715613,593405704,765057072,994949042,1171651448","5998103159,3120570796,3516813871,4121930231,5425323679,7170655194"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"155490074,28532153,11503556,14044033,19034287,28986498","607911788,101673580,54854972,70623312,97658053,158475614","296400629,87751770,96203233,140461753,162665286,183766488","1366272503,351350958,401251205,597486449,718049901,829238414"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"4188924,2905115,6441737,9112809,14643871,18630110","54242392,20467693,27154105,44418126,74590456,110434375","10800915,6974873,11440599,15787185,22182778,29610439","97419976,51773523,54270552,75519379,124494597,210743508"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"153030,239448,231685,279494,502821,763328","1093154,1275851,1378199,1752004,3032550,4789000","336379,463545,467564,540230,780897,1145975","2636907,2753440,3002205,3583294,5088684,8267209"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"110104776,98685446,72064872,88808227,130044090,172572361","1483578864,780344690,626291568,661735953,883296163,1246440501","373612613,287399144,376147907,468351295,615714097,721200878","3557364232,2212012245,2450612678,2676330598,3488158936,4500025998"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"37284159,16233662,13202336,14373205,29441748,44555116","172743477,74459930,71232992,97717095,196037496,350498043","87821749,52985097,66881354,84443370,119678673,150298850","398723120,239267634,303615965,398590128,611333263,886616657"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"19970625,10863125,10896624,13041498,16163622,22248960","290816717,96275079,93104373,106651786,143334600,239776737","59311975,29657909,41962783,55319232,72831850,86563492","557325853,261496093,297288101,370311725,498396639,730894566"
Runtime,"1.17886,0.412393,0.235871,0.211299,0.218385,0.249367","11.5008,3.71392,2.1578,1.86104,1.62594,1.80907","3.24772,1.01598,0.62455,0.571276,0.544028,0.588567","30.2064,9.60523,5.68038,4.95951,4.75487,4.1491"
