,20kx1k,20kx4k,50kx1k,50kx4k
CYCLE_ACTIVITY:STALLS_L2_MISS,"1273778925,1478737186,1781718254,2963070192,4627768265,9955228041","7506118018,9285400455,11166975962,22015154533,33532272687,57474321271","4258093457,4420894342,6421267530,9760792578,13738293987,15952521074","22473043515,27978402860,36477438573,60023257318,76633272687,145360292305"
CYCLE_ACTIVITY:STALLS_L3_MISS,"261545331,747752214,1101442496,1878100870,2057750106,3333624236","3628889738,6536262134,8500581456,16935616017,18434341276,22968342493","2280872982,2153860446,3705415052,6139422831,7615587332,7529972573","13544653464,18053085980,25090894358,44212345070,48423323457,77252623087"
RESOURCE_STALLS,"2414497906,3173562092,3795434750,5687736596,6227337672,9718637881","18989251772,25538217703,37905603925,66230347342,72418544947,94588799328","7333117785,8625268769,13002078345,17748227970,21670339476,20232966300","53862095490,69353114178,104986998869,169903830511,185422827051,315601321284"
L2_RQSTS:ALL_DEMAND_DATA_RD,"302557595,242436976,317200999,336405584,368872320,383401019","1375845501,1169744249,2366083975,2467152825,2635400380,2740632387","717101898,618922489,862027605,906099467,989713110,1024765724","3474980096,3093607551,6435510347,6649693867,7069154289,7467290425"
L2_RQSTS:DEMAND_DATA_RD_HIT,"180220509,211582437,308291591,326197179,353308191,363752867","902742259,1053170343,2308352385,2397663063,2541487400,2627126376","494980739,524860870,778626616,834094086,905735664,934537585","2489602535,2680451122,6069088158,6275289486,6676396213,7024490574"
L2_RQSTS:DEMAND_DATA_RD_MISS,"122016279,27715623,9562250,10297734,15756411,19972145","473697723,120114203,60097149,70611357,93735087,115572257","218741743,93075500,83618329,83517363,84466407,90187336","964267523,426641974,370880505,371507172,392902904,444234807"
L2_RQSTS:ALL_RFO,"27346045,27774479,30024399,30737944,35026351,37123140","321864971,325930010,344559957,354787440,375790230,390681991","67172442,68130508,72701379,76551055,83559468,87437729","829218473,839581328,881605282,900160888,939512780,975557634"
L2_RQSTS:RFO_HIT,"24188751,24480799,26547034,27083238,27893271,28977235","289480094,293857458,321390297,325600495,333605016,337006506","57613164,59834319,62543520,63843010,66550519,68269814","748510672,763821801,822976963,827538812,843969133,854425953"
L2_RQSTS:RFO_MISS,"3167234,3293621,3509997,3668421,7125152,8152360","32316469,31946167,23197078,28529735,42197590,53133505","9569205,8298133,10175855,12729196,16912818,19136374","81422141,75782037,59235110,69648172,95587719,121014086"
L2_RQSTS:ALL_CODE_RD,"156804,372462,427857,557317,797616,954036","1141631,2129584,2435729,3409160,4683004,5870008","356097,714977,831075,970637,1222893,1492842","2853179,4718628,5258928,6448494,7733646,10196949"
L2_RQSTS:CODE_RD_HIT,"1894,15547,34532,52534,105340,174312","3705,65606,161124,253268,475352,717643","2034,12653,33855,67593,157617,275864","6019,48720,123709,308832,570086,1538542"
L2_RQSTS:CODE_RD_MISS,"158991,360350,410008,528017,691339,775957","1119441,2121460,2295043,3209739,4213395,5146354","354168,691806,795734,914421,1104878,1216171","2822010,4859032,5036575,6078249,7105620,8554869"
L2_RQSTS:ALL_PF,"670145814,869190678,873916892,837085270,867320201,899649995","8036882116,9365373338,10186638769,10025671101,10233286406,10473524512","1842558481,2235264029,2475501926,2455889602,2541586353,2618309073","21538630756,24732951492,27751080815,27587685309,28126026010,28443524896"
L2_RQSTS:PF_HIT,"467939965,600406884,700743261,657862324,647659075,665050913","6276907706,7415350385,8650570588,8491038592,8549404201,8672021358","1202992286,1451600946,1600559935,1543822593,1526798758,1561173654","16516745583,19160988536,21997353689,21766095021,21950577293,22023762857"
L2_RQSTS:PF_MISS,"200283106,265717512,172375061,179542902,219392259,234496078","1760203089,1943854393,1534841763,1540184021,1681835964,1808198530","632460856,778039868,875462325,926825684,1015153931,1057692272","5005852062,5569073208,5758128586,5822716321,6173474076,6427218591"
L2_RQSTS:ALL_DEMAND_REFERENCES,"331817681,266595472,347786854,367810573,405148531,421668366","1698062333,1483698117,2712201486,2830865837,3006269914,3139448333","782056863,687716281,935896272,984118577,1073481136,1115119867","4293821400,3940941727,7319092124,7559340891,8016447489,8448390279"
L2_RQSTS:ALL_DEMAND_MISS,"125745256,32753249,13456102,14491884,23510119,28873731","506885063,156704297,85532465,103237842,141057978,173899144","228639750,104917258,94818305,97474082,102337296,110038821","1058646828,511113021,435165229,449900322,496008436,572572571"
L2_RQSTS:REFERENCES,"999275385,1133597466,1221047057,1205407411,1272464624,1322941069","9734081468,10836903851,12898272346,12858136236,13253671790,13614927770","2619019163,2917934316,3411892341,3454759374,3615133507,3731953859","25799684210,28668202964,35053958440,35146820056,36140210314,36895545363"
L2_RQSTS:MISS,"327005230,298144390,185754181,194088206,242785313,263560154","2264802972,2095357959,1620352882,1643482325,1825237789,1981859704","862355189,883757571,969815045,1024085166,1117424554,1167697497","6059849936,6062793946,6195289053,6272699586,6668258943,6998033809"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"150736792,51873574,18234617,18955056,24603778,29900663","585768075,210169373,93953534,110052328,133007448,158204796","300326436,170962517,156523669,156964944,151571635,155420706","1292478817,723616011,657591197,673672716,658757400,717840221"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"4542468,5431358,5018582,4598644,8573582,9641241","41457319,44222715,29610754,34837805,48432200,59277274","13351993,14744459,15768336,18121779,21605251,23641573","104006811,107984536,81710015,92141441,114919412,139234861"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"154927,358824,408964,519157,696500,779395","1142039,2114151,2202927,3182737,4114609,5092862","356351,695558,778591,918112,1114140,1185204","2857878,4876293,4907136,5953663,6938201,8445350"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"113535090,183116966,126929961,133977406,160483216,169153724","1270114050,1477214228,1198428941,1148318658,1220754133,1271100126","397603102,536450002,627396537,673081627,744065749,772833024","3721881098,4201814963,4426019141,4410153265,4616163016,4705203282"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"36806512,33971424,18103236,16062009,28109442,31683091","158449350,158816560,133278817,158239334,220867849,253778418","86746015,99634597,100581456,104117038,123127562,136239747","405474284,472573745,508579190,536680152,671409879,726711416"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"20040722,23019960,17118598,19153007,20055678,22179781","206977289,208056312,160785944,186065004,196004263,231332086","65138651,64634944,68882860,70586162,75815176,74647707","564096482,550187265,518609582,554517591,595939094,699560574"
Runtime,"1.21353,0.434805,0.248979,0.242657,0.260642,0.2992","11.458,3.76972,2.05272,2.02273,1.78329,1.95763","3.3688,1.10128,0.668811,0.649415,0.684111,0.6769","31.1479,9.73491,5.50467,5.01168,4.50336,5.13515"
