,20kx1k,20kx4k,50kx1k,50kx4k
perf::PERF_COUNT_HW_CACHE_DTLB:WRITE:MISS,"290,224,399,605,1164,1355","1411,378,441,668,3062,4545","288,87,613,760,2370,4732","8539,4089,541,1654,72607823454,26478"
CYCLE_ACTIVITY:CYCLES_L1D_MISS,"2858921905,1588070790,2562246146,3467141814,5651338195,14168225971","19405924644,10896800842,27179463800,40866968939,77255207146,117384764921","8163067801,4049462331,7659779011,11461014075,18074343661,31860053670","55313127995,28999418203,75516244395,105260386338,198181101621,303045344705"
CYCLE_ACTIVITY:CYCLES_L2_MISS,"1887713605,834684755,864620334,1363104112,2568267879,9769700151","9919175959,4532853010,6032269328,10615572575,26218448244,49471130091","5378808391,2206158433,3569438522,5738667986,12262494873,19182554205","29741220140,12785737727,20423104157,32625533416,66853847683,109943387668"
CYCLE_ACTIVITY:CYCLES_L3_MISS,"313233095,331726185,318011635,411356420,775603737,2160163202","4067676833,2541609341,3580229987,6021432217,12464145547,15986180016","2097033947,958510997,1128724006,1715432394,3122703899,7278591375","15260537858,7186451073,9731402111,16851801553,32872091635,47588163805"
CYCLE_ACTIVITY:STALLS_L1D_MISS,"1779086042,1030238032,1450584354,2098561808,3903184429,11863375457","12870137783,7298664228,15550987030,28603907873,60682960508,93379949569","5321732017,2636623938,4716213935,7871237048,13327883212,25867537974","36238078704,19667076120,45487739737,79170634823,153434956141,239764355904"
CYCLE_ACTIVITY:STALLS_L2_MISS,"1268029560,642033757,775178758,1209009060,2452415817,9395502572","7563653736,3615600170,5375393804,9554895600,24696043875,47596173639","3880947561,1659742478,2804860289,4652169127,8025940168,17770916452","22717617372,10070170225,17124913881,29832382828,60348757910,101348319163"
CYCLE_ACTIVITY:STALLS_L3_MISS,"283992352,297042533,311790508,382540554,838273233,2106578123","3919657508,2284698821,3099041464,5954408679,12015499952,15623576391","1798920247,848264630,984123343,1534423039,2833468688,7090500913","13158157668,6454287158,9249861413,15687469315,31811776860,57436887717"
RESOURCE_STALLS,"2432334898,1452890690,2004888781,2902422168,4410661612,7505219850","18706735038,10611861591,22492677107,36660784936,68674033920,90209224973","6904640820,3618896622,5930472791,9505988693,14336447259,24991066980","51589969425,27836613047,64107350756,101058695959,178958549727,309723240204"
L2_RQSTS:ALL_DEMAND_DATA_RD,"308054343,127902457,186926492,232455010,310461862,379249605","1471469733,623086154,1300081000,1485229892,1988226893,2740420807","774815927,334547175,522035434,655256363,859584202,1014871557","3708879502,1679987682,3578675210,4156632518,5504023841,7448476373"
L2_RQSTS:DEMAND_DATA_RD_HIT,"182115572,112836231,181640694,225880198,298105702,358605448","918920392,565239699,1265395566,1445739372,1920095117,2621790740","480296860,278555148,462054185,567670029,757600110,902654297","2548546386,1416408802,3320482206,3768755833,5066230177,6901548817"
L2_RQSTS:DEMAND_DATA_RD_MISS,"125571778,15452253,5336307,6860085,11682362,20644886","486109130,68520112,33265767,39394038,67973371,118559221","294827001,55888351,59371233,88408187,101425107,113614899","1170837771,246502751,262791788,387819522,438309038,550754424"
L2_RQSTS:ALL_RFO,"27237649,14143416,19175005,23861082,33394179,44706539","322029455,162680738,188770339,208249540,294277740,435719876","67980170,34851187,41812036,48883457,68313267,85812599","827522737,419835823,463770006,495386683,693266753,1037781102"
L2_RQSTS:RFO_HIT,"23633241,12386622,15076607,17347783,22996106,30406109","287997612,148321627,169991582,178845624,238432455,341687986","58714861,30645800,34393520,37912979,50691424,69501750","733043053,382845580,424166972,442039406,591340178,855266380"
L2_RQSTS:RFO_MISS,"3602688,1770854,4066512,6535599,10336165,14574121","33817791,14493340,19683281,29639928,21631296249,94350835","9243186,4217808,7508505,10927835,17579995,15771333","94729245,36824993,37665940,53458437,103409924,182303209"
L2_RQSTS:ALL_CODE_RD,"160033,232872,240447,322183,526539,835395","1102001,1252103,1456305,1804408,3040426,4856455","339576,470547,465686,537948,847517,1329995","2566098,2719091,3063092,3583644,5371384,9158417"
L2_RQSTS:CODE_RD_HIT,"1637,6925,13799,24599,39145,96645","2763,22352,54887,79213,174789,353778","1632,6293,10954,17246,50573,179655","5004,23151,37508,72443,285730,885155"
L2_RQSTS:CODE_RD_MISS,"157567,228540,227389,303618,485756,738877","1116834,1273738,1359433,1720889,2863146,4534870","335852,462890,461020,534595,796955,1148094","2539544,2887790,3162290,3628180,5112333,8186343"
L2_RQSTS:ALL_PF,"661234366,446459399,501972064,558103058,718746075,939686953","7999945764,4708708052,5312098219,5508005131,7247452731,10558655951","1711270309,1143910907,1406618903,1608527587,2051299681,2553286685","21162075312,12479097733,14494203590,15210833200,19913735994,28452112736"
L2_RQSTS:PF_HIT,"457897300,307620744,395874894,426010094,530402618,684454401","6200175194,3721597502,4478635196,4595676615,5987544268,8669030076","1151015420,741960855,880683884,938391431,1176600272,1566155307","16141865411,9644711662,11282169629,11526976816,15063281585,22063285082"
L2_RQSTS:PF_MISS,"205062471,138940619,105512658,131513974,188184897,255361016","1801039977,986191898,832069267,910640958,1256833845,1891935680","559688710,402129681,519465797,668560907,874459818,984773607","5039903100,2833472312,3207238283,3690593246,4835910283,6398152233"
L2_RQSTS:ALL_DEMAND_REFERENCES,"336273745,142720994,206835921,259281916,344810900,425046303","1772919414,785383732,1489556667,1695888827,2288289233,3182752892","843024048,372150320,561696544,701184978,929058198,1102891239","4520846253,2074542968,4063634116,4620550737,6203631738,8509555464"
L2_RQSTS:ALL_DEMAND_MISS,"129164384,17446719,9635059,13858114,22512895,35972278","596174033,79945849,54314430,70886890,127333081,217515119","304623472,60929372,67564393,96191299,119242779,129088343","1265492876,291428617,297342807,432147549,548568378,747936939"
L2_RQSTS:REFERENCES,"991543190,588933443,708164480,814302062,1065225824,1364293496","9627749890,5492164058,6804090731,7203959739,9532717834,13742156924","2553818774,1516486943,1961896663,2309748159,2980918946,3655723410","25709174405,14550518896,18545405462,19837604127,26102025152,36969713720"
L2_RQSTS:MISS,"334210737,155964440,114819040,145370246,210788723,291114182","2317161143,1066010427,886548665,983068885,1383725246,2109329317","864335640,462871921,586962091,765631490,994745303,1116161537","6297010907,3121676616,3507244165,4124013912,5384562605,7152612128"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"155976853,26806693,11508285,14686348,19081188,29727373","605548473,102703440,57012673,71109810,97795953,155593345","343819843,87932281,101232393,141170702,166440959,183687493","1351012714,379779739,417088672,606010029,692985061,837091741"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"4723633,2921971,6418771,10260268,14601254,18662991","40852686,20329111,29573134,44252633,72232475,111554668","12453841,7130939,9613802,15667690,22120694,18325465","116275740,52728009,54272837,74307509,121554174,204387248"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"157568,219221,222431,301516,483147,742487","1089079,1230221,1318166,1692121,2886628,4479749","337667,445830,449925,512202,804985,1133962","2636875,2931749,3025398,3471587,5269540,8042766"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"114938403,98662828,72147301,90105980,129798667,173753942","1296897458,770493378,631198749,660488663,866355448,1252930811","352929380,285236296,373720828,464500126,617364727,695312023","3761590659,2179579230,2410678519,2690489965,3440225372,4485872856"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"37565812,16363657,13272183,17814890,29858928,44368811","158594097,71001177,76418865,99589596,196129285,346709548","91923921,52453331,62398187,85176455,119783968,124367108","423568234,241624739,319707162,390876924,617092174,882109761"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"22233839,10374060,10892511,12483652,15953665,22638087","212929792,97414479,90761648,106385057,147835917,233647364","62551775,29406197,41124855,53836059,71116224,90306176","635928793,264118252,295853392,362521417,505208854,725055368"
Runtime,"1.20041,0.414103,0.231808,0.212452,0.218752,0.249991","11.2603,3.67784,2.15063,1.90933,1.92479,1.72596","3.21009,1.00771,0.604864,0.559617,0.556528,0.604125","30.4428,9.58811,5.77077,4.85026,4.77109,4.39756"
